Date,Price,Open,High,Low,Vol.,Change %
1-Dec-11,614.38,615,624.88,605.88,-,-0.08%
30-Nov-11,614.88,613.88,629,607.38,-,0.00%
29-Nov-11,614.88,592.5,618.88,591.12,-,3.71%
28-Nov-11,592.88,595.12,603.38,590.12,-,3.29%
25-Nov-11,574,578.25,586.12,572.5,-,-0.99%
23-Nov-11,579.75,594.25,595.75,577.38,-,-2.42%
22-Nov-11,594.12,592.38,597,586.12,-,0.38%
21-Nov-11,591.88,598.62,601.62,584.62,-,-0.80%
18-Nov-11,596.62,593.25,602.38,586.62,-,0.80%
17-Nov-11,591.88,616.12,617.62,590.62,-,-4.09%
16-Nov-11,617.12,631.62,639.5,615.12,-,-2.35%
15-Nov-11,632,616,634.12,612.38,-,2.83%
14-Nov-11,614.62,616.88,622,610.5,-,-0.55%
11-Nov-11,618,619.75,625.62,609.62,-,-0.54%
10-Nov-11,621.38,641.62,648.5,618.88,-,-3.31%
9-Nov-11,642.62,655.62,657.62,633.75,-,-2.36%
8-Nov-11,658.12,639,659.12,636.75,-,2.99%
7-Nov-11,639,638.88,640.62,630.12,-,0.57%
4-Nov-11,635.38,634.88,639.88,623.5,-,0.12%
3-Nov-11,634.62,623.75,644.12,620.25,-,1.64%
2-Nov-11,624.38,625.88,638.12,620.38,-,-0.28%
1-Nov-11,626.12,629.62,633.75,612.5,-,-0.50%
31-Oct-11,629.25,647.5,647.88,619.5,-,-2.84%
30-Oct-11,647.62,644.75,647.88,644.75,-,0.23%
28-Oct-11,646.12,643.25,652.62,636.38,-,0.54%
27-Oct-11,642.62,621.5,647.62,621.5,-,3.42%
26-Oct-11,621.38,636,643.38,616.62,-,-2.20%
25-Oct-11,635.38,642.38,646.88,634.25,-,-1.09%
24-Oct-11,642.38,633.25,646.88,632.62,-,1.36%
23-Oct-11,633.75,631.88,633.75,630.75,-,0.50%
21-Oct-11,630.62,631.5,649.62,628.38,-,-0.04%
20-Oct-11,630.88,616.88,632.88,613.75,-,2.25%
19-Oct-11,617,629.75,636.88,616.75,-,-2.01%
18-Oct-11,629.62,624.62,630.88,613.12,-,0.76%
17-Oct-11,624.88,622.25,634.12,620.12,-,0.56%
16-Oct-11,621.38,623.88,626.38,621.38,-,-0.40%
14-Oct-11,623.88,622.12,632.88,612.5,-,0.34%
13-Oct-11,621.75,624.12,630.38,605.5,-,-0.34%
12-Oct-11,623.88,658.12,662.5,620.12,-,-5.11%
11-Oct-11,657.5,614.75,665.12,612.5,-,6.98%
10-Oct-11,614.62,612.62,628.62,610.62,-,0.41%
9-Oct-11,612.12,607.62,613.12,606.62,-,0.53%
7-Oct-11,608.88,615.25,622.88,606.38,-,-1.02%
6-Oct-11,615.12,626.5,639.38,613.5,-,-1.80%
5-Oct-11,626.38,611,628.62,607.38,-,2.50%
4-Oct-11,611.12,615.75,620.62,597,-,-0.77%
3-Oct-11,615.88,612.25,622.75,596.88,-,0.57%
2-Oct-11,612.38,609.12,613.75,608.62,-,1.05%
30-Sep-11,606,658.62,661.25,605.38,-,-7.97%
29-Sep-11,658.5,632.75,661.38,627.38,-,4.07%
28-Sep-11,632.75,651.75,657.38,632.75,-,-3.01%
27-Sep-11,652.38,654.62,669.62,650.38,-,-0.32%
26-Sep-11,654.5,644.75,655.25,624.88,-,1.30%
25-Sep-11,646.12,646.38,647.62,643.88,-,0.54%
23-Sep-11,642.62,637.75,649.38,634.12,-,0.78%
22-Sep-11,637.62,662.62,662.62,632.62,-,-3.70%
21-Sep-11,662.12,673.38,682.62,661,-,-1.63%
20-Sep-11,673.12,676.38,687.62,672.25,-,-0.52%
19-Sep-11,676.62,688.62,688.62,667.12,-,-1.72%
18-Sep-11,688.5,688.38,691,687,-,-0.70%
16-Sep-11,693.38,698.38,705,689.75,-,-0.63%
15-Sep-11,697.75,704.75,704.88,686.25,-,-0.89%
14-Sep-11,704,703.75,712.5,698.12,-,0.02%
13-Sep-11,703.88,730.88,731.88,696.25,-,-3.79%
12-Sep-11,731.62,727.75,734.88,711.62,-,0.50%
11-Sep-11,728,730.12,730.12,726.62,-,-0.15%
9-Sep-11,729.12,738.25,742.12,727.12,-,-1.22%
8-Sep-11,738.12,753,753.62,733.62,-,-2.04%
7-Sep-11,753.5,763.62,772.75,748.12,-,-1.33%
6-Sep-11,763.62,765.88,770.25,750.12,-,-0.26%
5-Sep-11,765.62,776.62,776.62,762.88,-,-1.32%
2-Sep-11,775.88,765.12,777.88,758.12,-,1.40%
1-Sep-11,765.12,787.88,789.12,758.38,-,-2.92%
31-Aug-11,788.12,786,793.88,775.38,-,0.29%
30-Aug-11,785.88,789.62,795.5,781.38,-,-0.49%
29-Aug-11,789.75,770.25,805.62,765.25,-,2.48%
28-Aug-11,770.62,761.75,770.62,761.75,-,1.13%
26-Aug-11,762,753.5,768.62,747.38,-,1.01%
25-Aug-11,754.38,746.38,763.88,735.88,-,1.04%
24-Aug-11,746.62,755,763.88,745.38,-,-1.11%
23-Aug-11,755,737.38,758.75,737.38,-,2.36%
22-Aug-11,737.62,732.12,746.5,732.12,-,0.75%
21-Aug-11,732.12,734.62,734.62,730.88,-,0.05%
19-Aug-11,731.75,706.12,733.38,701.12,-,3.63%
18-Aug-11,706.12,725.62,725.75,700.5,-,-2.67%
17-Aug-11,725.5,725.75,739.25,722.62,-,-0.02%
16-Aug-11,725.62,710.5,732.5,704.5,-,2.15%
15-Aug-11,710.38,711.38,721.12,707.5,-,-0.11%
14-Aug-11,711.12,705.38,711.75,704.88,-,1.07%
12-Aug-11,703.62,703.5,718.62,696.38,-,0.07%
11-Aug-11,703.12,684.88,719.88,680.38,-,2.72%
10-Aug-11,684.5,683.12,690.75,676.62,-,0.24%
9-Aug-11,682.88,651.62,687.12,643.62,-,4.76%
8-Aug-11,651.88,673.5,677.38,642.5,-,-3.23%
7-Aug-11,673.62,666.75,675.75,665.62,-,-0.61%
5-Aug-11,677.75,673.12,682.38,665.62,-,0.71%
4-Aug-11,673,705.5,706.25,667.5,-,-4.52%
3-Aug-11,704.88,715.25,718.62,703.38,-,-1.47%
2-Aug-11,715.38,680.88,722.5,667.75,-,5.05%
1-Aug-11,681,674.5,690.38,670.12,-,0.91%
31-Jul-11,674.88,671.12,676,670.38,-,0.30%
29-Jul-11,672.88,697.88,699.75,670,-,-3.51%
28-Jul-11,697.38,700,714.62,692.38,-,-0.36%
27-Jul-11,699.88,692.25,712.12,686.25,-,1.12%
26-Jul-11,692.12,687.75,698.88,679.38,-,0.65%
25-Jul-11,687.62,683.75,695.12,671.62,-,0.59%
24-Jul-11,683.62,684,687.75,681.5,-,-1.41%
22-Jul-11,693.38,680.25,693.38,669.5,-,1.85%
21-Jul-11,680.75,687.5,702.25,672,-,-0.96%
20-Jul-11,687.38,701,707.12,685.12,-,-1.89%
19-Jul-11,700.62,693.75,727.5,689.25,-,1.01%
18-Jul-11,693.62,681.5,694.62,676.25,-,1.80%
17-Jul-11,681.38,694.5,695.38,680.12,-,-2.01%
15-Jul-11,695.38,707.62,715.62,692.75,-,-1.77%
14-Jul-11,707.88,716.25,720.25,690.5,-,-1.13%
13-Jul-11,716,667.5,719.12,665.12,-,7.27%
12-Jul-11,667.5,638.25,676,617.62,-,4.60%
11-Jul-11,638.12,647.38,649.88,626.88,-,-1.43%
10-Jul-11,647.38,655.25,655.25,646.25,-,-0.40%
8-Jul-11,650,634.75,657.25,633.62,-,2.32%
7-Jul-11,635.25,623.62,639.88,619.25,-,1.78%
6-Jul-11,624.12,635.38,639.38,620.12,-,-1.75%
5-Jul-11,635.25,625.38,640.88,623.12,-,1.54%
4-Jul-11,625.62,611.12,625.88,611.12,-,2.29%
1-Jul-11,611.62,600.5,623,592.88,-,1.87%
30-Jun-11,600.38,674.75,677.75,596,-,-11.06%
29-Jun-11,675,680.62,696.88,662.12,-,-0.84%
28-Jun-11,680.75,657.88,682,653.38,-,3.52%
27-Jun-11,657.62,653.12,658.88,642.62,-,0.71%
26-Jun-11,653,661.25,661.25,652.62,-,3.38%
24-Jun-11,631.62,645.88,659,631.62,-,-2.19%
23-Jun-11,645.75,636.75,651.88,606.12,-,1.39%
22-Jun-11,636.88,677.38,680.25,617.38,-,-5.96%
21-Jun-11,677.25,658.38,680.62,655.88,-,2.85%
20-Jun-11,658.5,673.88,674.62,656.12,-,-2.30%
19-Jun-11,674,673.75,675.12,671.88,-,0.32%
17-Jun-11,671.88,671.25,683.62,664.12,-,0.15%
16-Jun-11,670.88,711,712.88,666.25,-,-5.69%
15-Jun-11,711.38,732,734.12,701.25,-,-2.80%
14-Jun-11,731.88,745.88,746.75,714.5,-,-1.98%
13-Jun-11,746.62,766.38,768.62,740.38,-,-2.59%
12-Jun-11,766.5,760.62,769.88,760.62,-,0.87%
10-Jun-11,759.88,748.5,763.38,738.12,-,1.57%
9-Jun-11,748.12,752,769.5,739.62,-,-0.50%
8-Jun-11,751.88,741.62,759.12,731.88,-,1.42%
7-Jun-11,741.38,746.62,746.88,731.38,-,-0.62%
6-Jun-11,746,774.88,777.38,741.25,-,-3.77%
5-Jun-11,775.25,772.25,777.88,772,-,0.31%
3-Jun-11,772.88,772.25,780.88,759.25,-,0.05%
2-Jun-11,772.5,761.62,774.12,758.62,-,1.44%
1-Jun-11,761.5,787.12,787.62,754.38,-,-3.26%
31-May-11,787.12,792.62,806.38,773,-,-0.71%
30-May-11,792.75,793.5,794.88,784.62,-,-3.40%
27-May-11,820.62,819,826.88,803.62,-,0.21%
26-May-11,818.88,802.38,828.5,802,-,1.99%
25-May-11,802.88,787.62,802.88,778.12,-,1.92%
24-May-11,787.75,797.5,809.5,777.75,-,-1.25%
23-May-11,797.75,820.38,820.38,785.75,-,-2.73%
22-May-11,820.12,816.62,820.88,812.38,-,1.67%
20-May-11,806.62,808.75,818.75,791.12,-,-0.25%
19-May-11,808.62,819.25,834.38,805.12,-,-1.24%
18-May-11,818.75,771.5,826.75,767.62,-,6.14%
17-May-11,771.38,736,773.88,731.88,-,4.79%
16-May-11,736.12,738.75,747.25,730.62,-,-0.37%
15-May-11,738.88,730.5,742.12,730.5,-,1.34%
13-May-11,729.12,738.62,749,723.25,-,-1.27%
12-May-11,738.5,759.62,764.75,728.88,-,-2.76%
11-May-11,759.5,799.75,804.38,756.62,-,-5.05%
10-May-11,799.88,792.75,816.38,792.12,-,0.93%
9-May-11,792.5,774.5,797.5,769.25,-,2.46%
8-May-11,773.5,766.38,777.75,763.62,-,2.60%
6-May-11,753.88,752.88,777.5,740.25,-,0.07%
5-May-11,753.38,772.62,780.5,749,-,-2.44%
4-May-11,772.25,793,794.25,768.12,-,-2.60%
3-May-11,792.88,795.75,799.62,782.25,-,-0.35%
2-May-11,795.62,801.25,824.38,789.62,-,-0.67%
1-May-11,801,801.38,803.75,790.5,-,-0.39%
29-Apr-11,804.12,770.38,805.38,768.38,-,4.43%
28-Apr-11,770,818.12,820.25,767.62,-,-6.00%
27-Apr-11,819.12,850.62,852.88,800.38,-,-3.73%
26-Apr-11,850.88,862.12,862.75,834.25,-,-1.28%
25-Apr-11,861.88,849.12,864.75,845.88,-,1.47%
24-Apr-11,849.38,847.25,849.62,842.63,-,1.81%
22-Apr-11,834.25,834.25,834.25,834.25,-,0.04%
21-Apr-11,833.88,824,834.88,816,-,1.21%
20-Apr-11,823.88,824.88,843.38,816.38,-,-0.12%
19-Apr-11,824.88,815.38,829.62,810.5,-,1.20%
18-Apr-11,815.12,782.12,818,775.88,-,4.15%
17-Apr-11,782.62,779.5,782.62,776.25,-,5.12%
15-Apr-11,744.5,745.75,748.62,730.25,-,-0.13%
14-Apr-11,745.5,758.12,758.62,734.25,-,-1.81%
13-Apr-11,759.25,757.38,769.62,741.75,-,0.21%
12-Apr-11,757.62,800.12,800.25,750.62,-,-5.31%
11-Apr-11,800.12,807.25,808.88,786.5,-,-0.85%
10-Apr-11,807,803.38,808.88,803.38,-,0.95%
8-Apr-11,799.38,775,801.75,766.88,-,3.16%
7-Apr-11,774.88,778.38,792,757.12,-,-0.47%
6-Apr-11,778.5,784.88,792.38,776.12,-,-0.78%
5-Apr-11,784.62,789.38,798.12,778.62,-,-0.62%
4-Apr-11,789.5,766.88,792.88,766.38,-,3.00%
3-Apr-11,766.5,764.88,769.38,764.62,-,0.81%
1-Apr-11,760.38,759.75,773.62,745.12,-,0.16%
31-Mar-11,759.12,726.88,773.25,722.25,-,4.44%
30-Mar-11,726.88,738.75,741.62,723.25,-,-1.62%
29-Mar-11,738.88,722.38,741.62,721.88,-,2.18%
28-Mar-11,723.12,739.5,739.62,721.12,-,-2.23%
27-Mar-11,739.62,735.88,739.62,735.5,-,0.66%
25-Mar-11,734.75,743.12,752.38,726.62,-,-1.03%
24-Mar-11,742.38,713.5,743.62,710.12,-,4.05%
23-Mar-11,713.5,726.38,728.62,706.12,-,-1.62%
22-Mar-11,725.25,718.5,729.88,705.5,-,0.92%
21-Mar-11,718.62,737.62,738.25,717.38,-,-2.74%
20-Mar-11,738.88,724.12,741.38,719.88,-,1.93%
18-Mar-11,724.88,715.88,748.88,714.5,-,1.33%
17-Mar-11,715.38,671.38,718.62,667.38,-,6.51%
16-Mar-11,671.62,680.12,697.38,656.5,-,-1.34%
15-Mar-11,680.75,722,723.38,661.12,-,-5.73%
14-Mar-11,722.12,712.25,729.88,706.12,-,1.26%
13-Mar-11,713.12,719.5,719.62,710.62,-,-0.59%
11-Mar-11,717.38,737.62,740.25,704.12,-,-2.99%
10-Mar-11,739.5,762.88,765.62,734.25,-,-2.62%
9-Mar-11,759.38,782.12,788.88,749.88,-,-2.80%
8-Mar-11,781.25,801.62,803.12,778.38,-,-2.33%
7-Mar-11,799.88,831.38,833.5,798.38,-,-3.93%
4-Mar-11,832.62,821.25,836.88,813.75,-,1.12%
3-Mar-11,823.38,810.12,826.38,804.62,-,1.48%
2-Mar-11,811.38,809.88,829.88,796.38,-,0.06%
1-Mar-11,810.88,819.25,823.12,797.38,-,-0.67%
28-Feb-11,816.38,819.62,820.62,799.25,-,0.34%
25-Feb-11,813.62,783.88,828.62,783.88,-,4.16%
24-Feb-11,781.12,799.62,804.38,776.62,-,-2.01%
23-Feb-11,797.12,793.75,801.25,757.62,-,0.09%
22-Feb-11,796.38,858.88,869.13,795.38,-,-7.01%
18-Feb-11,856.38,883.75,885.5,850.75,-,-3.07%
17-Feb-11,883.5,870.25,885.25,870.25,-,5.51%
16-Feb-11,837.38,843.62,848.75,825.62,-,-0.34%
15-Feb-11,840.25,873,873.62,830.88,-,-3.68%
14-Feb-11,872.38,875.62,884.38,869.62,-,0.55%
11-Feb-11,867.62,865.88,871.13,855.63,-,0.73%
10-Feb-11,861.38,885.75,885.75,861.38,-,-3.03%
9-Feb-11,888.25,876.75,892.38,875.75,-,1.64%
8-Feb-11,873.88,859.88,880.63,844.25,-,1.75%
7-Feb-11,858.88,861.12,869.38,851.63,-,0.51%
4-Feb-11,854.5,859.38,864.62,842.62,-,-0.45%
3-Feb-11,858.38,862.63,872.5,847.13,-,-0.52%
2-Feb-11,862.88,836.12,864.38,835.5,-,3.29%
1-Feb-11,835.38,843.5,844.88,831.62,-,-0.39%
31-Jan-11,838.63,824.12,847.62,823.12,-,1.70%
28-Jan-11,824.62,847.38,849.12,824.62,-,-2.66%
27-Jan-11,847.13,858.38,863.38,845.63,-,-1.14%
26-Jan-11,856.88,840.62,861.12,839.5,-,2.15%
25-Jan-11,838.88,835.62,838.88,820.88,-,0.36%
24-Jan-11,835.88,829,839.13,823.62,-,1.36%
23-Jan-11,824.62,824.62,824.62,824.62,-,-0.02%
21-Jan-11,824.75,805.12,829.88,798.75,-,2.79%
20-Jan-11,802.38,797.88,805.5,782.75,-,0.47%
19-Jan-11,798.62,793,807.88,792.88,-,0.66%
18-Jan-11,793.38,775.88,793.88,773.62,-,2.59%
17-Jan-11,773.38,773.38,773.38,773.38,-,-0.06%
14-Jan-11,773.88,784.25,784.75,763.12,-,-0.96%
13-Jan-11,781.38,775.62,787.12,769.62,-,1.00%
12-Jan-11,773.62,761.62,789.88,760.38,-,1.98%
11-Jan-11,758.62,770.38,776.88,758.62,-,-1.04%
10-Jan-11,766.62,777.12,783,766.62,-,-0.71%
7-Jan-11,772.12,788.62,793.75,772.12,-,-2.03%
6-Jan-11,788.12,809,809.5,788,-,-2.69%
5-Jan-11,809.88,793.38,809.88,776.62,-,2.78%
4-Jan-11,788,803.25,808.75,783.38,-,-2.14%
3-Jan-11,805.25,793.12,824.5,793.12,-,1.59%
31-Dec-10,792.62,786.12,795.62,781.12,-,1.00%
30-Dec-10,784.75,798.75,798.75,776.88,-,-1.80%
29-Dec-10,799.12,799.62,806.12,786.5,-,0.00%
28-Dec-10,799.12,779.75,801.88,779.5,-,2.47%
27-Dec-10,779.88,773.62,783.5,768.5,-,-0.35%
24-Dec-10,782.62,782.62,782.62,782.62,-,-0.13%
23-Dec-10,783.62,784.88,788.12,776.12,-,0.00%
22-Dec-10,783.62,763.5,785.12,756.38,-,2.48%
21-Dec-10,764.62,770.38,771.62,762.25,-,-0.68%
20-Dec-10,769.88,760.25,776.38,759.88,-,1.63%
17-Dec-10,757.5,752.88,757.5,742.38,-,1.02%
16-Dec-10,749.88,764.25,766.5,746.62,-,-1.83%
15-Dec-10,763.88,761,776.38,759.75,-,0.33%
14-Dec-10,761.38,779.88,781.5,754.88,-,-2.45%
13-Dec-10,780.5,773.88,784.75,766.38,-,0.66%
12-Dec-10,775.38,775.38,775.38,775.38,-,-0.06%
10-Dec-10,775.88,788.75,797.88,774.12,-,-1.65%
9-Dec-10,788.88,785.5,790.12,779.75,-,0.61%
8-Dec-10,784.12,780.62,792.38,766.38,-,0.13%
7-Dec-10,783.12,795.75,808.25,777.12,-,-1.37%
6-Dec-10,794,786.25,798.62,774.38,-,1.75%
3-Dec-10,780.38,756.12,781.88,754.75,-,4.31%
2-Dec-10,748.12,742.38,767.12,732.75,-,1.29%
1-Dec-10,738.62,692.62,744.88,691.12,-,7.11%
30-Nov-10,689.62,692.25,697.88,686.12,-,-0.25%
29-Nov-10,691.38,689.12,701.25,687.12,-,0.69%
26-Nov-10,686.62,686.38,692.62,683.75,-,0.16%
24-Nov-10,685.5,682.88,688.25,681.12,-,1.01%
23-Nov-10,678.62,686.75,690.88,673.5,-,-0.84%
22-Nov-10,684.38,684,691.88,678.75,-,0.31%
19-Nov-10,682.25,648.12,696.75,639.38,-,5.63%
18-Nov-10,645.88,634.12,657.25,634.12,-,2.09%
17-Nov-10,632.62,627.5,646.88,619.38,-,1.00%
16-Nov-10,626.38,670.88,673.88,624.5,-,-6.53%
15-Nov-10,670.12,674.75,684.62,667.62,-,0.19%
12-Nov-10,668.88,704.88,710.38,661.38,-,-5.04%
11-Nov-10,704.38,708.25,722.5,701.88,-,-0.70%
10-Nov-10,709.38,721.5,723.38,698.75,-,-1.53%
9-Nov-10,720.38,735.75,760.38,717.75,-,-2.27%
8-Nov-10,737.12,729.75,738.62,721.38,-,1.10%
5-Nov-10,729.12,720.88,731.12,705.12,-,1.18%
4-Nov-10,720.62,694.62,722.75,693,-,3.67%
3-Nov-10,695.12,695.75,699.25,680.62,-,-0.11%
2-Nov-10,695.88,706.62,712.12,692.62,-,-1.56%
1-Nov-10,706.88,727.12,727.88,701.38,-,-2.82%
31-Oct-10,727.38,725,727.38,719.62,-,1.62%
29-Oct-10,715.75,718.62,724.88,711.75,-,-0.40%
28-Oct-10,718.62,704.5,721.38,701.25,-,2.06%
27-Oct-10,704.12,699.62,707.12,687.88,-,0.61%
26-Oct-10,699.88,675.38,700.75,670.75,-,3.65%
25-Oct-10,675.25,675.75,684.62,670.12,-,0.09%
24-Oct-10,674.62,669.5,676.12,669.25,-,0.67%
22-Oct-10,670.12,671.12,675.88,665.12,-,-0.04%
21-Oct-10,670.38,692.12,692.38,667.38,-,-3.09%
20-Oct-10,691.75,674.75,691.75,674.12,-,2.52%
19-Oct-10,674.75,693.62,696.38,668.62,-,-2.58%
18-Oct-10,692.62,706.88,708.38,688.88,-,-2.05%
17-Oct-10,707.12,702.25,707.38,699.75,-,0.64%
15-Oct-10,702.62,705.62,713.62,695.12,-,-0.30%
14-Oct-10,704.75,706.88,711.88,697.88,-,-0.16%
13-Oct-10,705.88,712.75,721.5,695.12,-,-0.86%
12-Oct-10,712,709,719.38,703.12,-,0.44%
11-Oct-10,708.88,725.25,732.88,703.12,-,-2.27%
10-Oct-10,725.38,737.62,738,716.25,-,0.83%
8-Oct-10,719.38,662.12,721.12,657.25,-,8.71%
7-Oct-10,661.75,660.5,675.88,656.62,-,0.21%
6-Oct-10,660.38,666.75,673.12,655.12,-,-0.94%
5-Oct-10,666.62,648.25,667.62,644.5,-,2.83%
4-Oct-10,648.25,653.75,655.38,643.75,-,-0.75%
3-Oct-10,653.12,650.88,655.12,646.5,-,-0.19%
1-Oct-10,654.38,674.88,678.25,647.12,-,-3.22%
30-Sep-10,676.12,682.88,684.88,651.12,-,-1.04%
29-Sep-10,683.25,685.62,688.12,663.5,-,-0.36%
28-Sep-10,685.75,702.25,707.62,683.88,-,-2.23%
27-Sep-10,701.38,728.88,730.75,700.25,-,-3.74%
26-Sep-10,728.62,721.62,728.88,721.12,-,1.22%
24-Sep-10,719.88,698.12,722.88,698.12,-,3.04%
23-Sep-10,698.62,716.12,717.12,693.38,-,-2.41%
22-Sep-10,715.88,723.5,731.38,713.62,-,-1.07%
21-Sep-10,723.62,727.62,733.88,716.75,-,-0.48%
20-Sep-10,727.12,744.5,756.75,727.12,-,-2.38%
19-Sep-10,744.88,739.62,744.88,738.25,-,0.90%
17-Sep-10,738.25,725.12,742.62,724.88,-,1.85%
16-Sep-10,724.88,729.62,737.25,711.88,-,-0.75%
15-Sep-10,730.38,737.5,743.88,723.25,-,-0.95%
14-Sep-10,737.38,746.75,750.62,730.88,-,-1.35%
13-Sep-10,747.5,735.12,753.38,735,-,1.72%
12-Sep-10,734.88,737.62,738.62,732.62,-,-0.34%
10-Sep-10,737.38,734.5,744.25,717.62,-,0.37%
9-Sep-10,734.62,713.88,742.62,706.12,-,2.94%
8-Sep-10,713.62,733,735.25,708.62,-,-2.76%
7-Sep-10,733.88,741.38,746.5,727.38,-,-1.03%
6-Sep-10,741.5,741.12,748.25,737,-,0.05%
5-Sep-10,741.12,741.12,741.12,741.12,-,-0.08%
3-Sep-10,741.75,715.12,741.75,714.12,-,3.72%
2-Sep-10,715.12,708.25,722.62,707.5,-,1.04%
1-Sep-10,707.75,689.38,711.25,688.62,-,2.67%
31-Aug-10,689.38,702.12,713.88,683.75,-,-1.78%
30-Aug-10,701.88,705,728.62,697.5,-,-0.41%
29-Aug-10,704.75,694.25,705.88,694.25,-,1.64%
27-Aug-10,693.38,694.38,704.75,687.38,-,-0.22%
26-Aug-10,694.88,685.88,697.38,685.25,-,1.31%
25-Aug-10,685.88,704.25,716.12,679.38,-,-2.61%
24-Aug-10,704.25,722.5,722.75,700.62,-,-2.51%
23-Aug-10,722.38,712.88,729,712.5,-,1.28%
22-Aug-10,713.25,711.25,713.38,709.62,-,0.28%
20-Aug-10,711.25,724.25,728.88,704.38,-,-1.74%
19-Aug-10,723.88,661.12,730.62,661,-,9.47%
18-Aug-10,661.25,655.88,665.12,645,-,0.92%
17-Aug-10,655.25,666.12,676.5,649.62,-,-1.61%
16-Aug-10,666,694.12,708.62,656.38,-,-4.10%
15-Aug-10,694.5,701.25,702.38,691.12,-,-0.94%
13-Aug-10,701.12,717.75,724.38,701.12,-,-2.23%
12-Aug-10,717.12,693,734.25,692.38,-,3.44%
11-Aug-10,693.25,705,709.38,680.62,-,-1.68%
10-Aug-10,705.12,709.88,718.12,690.38,-,-0.69%
9-Aug-10,710,693.38,737.88,686.88,-,2.43%
8-Aug-10,693.12,725.62,725.62,684.75,-,-4.61%
6-Aug-10,726.62,815.5,840.88,725.38,-,-10.91%
5-Aug-10,815.62,726.12,826.38,724.62,-,12.31%
4-Aug-10,726.25,679.25,731.62,678.38,-,6.90%
3-Aug-10,679.38,691.88,697.38,675.25,-,-1.97%
2-Aug-10,693,662.38,710.62,661.88,-,4.64%
1-Aug-10,662.25,660.75,663.88,657.75,-,0.13%
30-Jul-10,661.38,634.25,662.62,630.88,-,11.04%
27-Jul-10,595.62,585.75,601.75,582.62,-,1.62%
26-Jul-10,586.12,593.62,595.12,584.75,-,-1.70%
25-Jul-10,596.25,596.25,596.25,596.25,-,0.08%
23-Jul-10,595.75,593.75,603.5,593.38,-,0.36%
22-Jul-10,593.62,585.62,609.88,584,-,1.34%
21-Jul-10,585.75,575.62,593.88,574.25,-,1.78%
20-Jul-10,575.5,577.25,580.62,572.88,-,-0.41%
19-Jul-10,577.88,593.75,597.5,575.38,-,-2.65%
18-Jul-10,593.62,588.88,595.62,581.12,-,0.91%
16-Jul-10,588.25,597,597.38,579,-,-1.45%
15-Jul-10,596.88,556.25,598.38,555.62,-,7.18%
14-Jul-10,556.88,549.12,565.12,545.38,-,1.37%
13-Jul-10,549.38,533.62,550.88,530.88,-,2.98%
12-Jul-10,533.5,536.25,541.38,533.38,-,-0.54%
11-Jul-10,536.38,537.5,537.5,534.25,-,-0.28%
9-Jul-10,537.88,544.62,545.12,533.12,-,-1.22%
8-Jul-10,544.5,530,549,524.62,-,2.74%
7-Jul-10,530,507.25,531.88,506.25,-,4.48%
6-Jul-10,507.25,504.5,525.88,504.12,-,0.57%
5-Jul-10,504.38,502.62,504.38,500.12,-,0.35%
4-Jul-10,502.62,502.62,502.62,502.62,-,-0.15%
2-Jul-10,503.38,497.38,507.88,495.88,-,1.31%
1-Jul-10,496.88,479.38,503.62,475.38,-,3.68%
30-Jun-10,479.25,459.62,486.62,459.62,-,4.95%
29-Jun-10,456.62,457.75,459.88,455.12,-,-1.70%
28-Jun-10,464.5,467.88,468.12,459.62,-,-1.41%
25-Jun-10,471.12,478.25,478.88,470.38,-,-1.41%
24-Jun-10,477.88,478.25,483.62,474.88,-,0.45%
23-Jun-10,475.75,476.62,481.88,475.12,-,-0.08%
22-Jun-10,476.12,477.38,478.62,472.38,-,-0.26%
21-Jun-10,477.38,484.5,484.62,472.12,-,0.18%
18-Jun-10,476.5,477.62,485.88,475.25,-,-0.55%
17-Jun-10,479.12,460.62,479.12,453.75,-,3.96%
16-Jun-10,460.88,451.88,467.88,451.62,-,1.99%
15-Jun-10,451.88,450.88,456.12,446,-,0.11%
14-Jun-10,451.38,447,454.62,444,-,1.01%
13-Jun-10,446.88,442.62,447.62,441.62,-,1.53%
11-Jun-10,440.12,433.88,448.5,427.75,-,1.50%
10-Jun-10,433.62,427.38,437.38,427.25,-,1.46%
9-Jun-10,427.38,432.12,435.88,425.62,-,-1.16%
8-Jun-10,432.38,433.38,436.38,431.38,-,-0.17%
7-Jun-10,433.12,435.38,438.38,431.38,-,-0.57%
6-Jun-10,435.62,435.38,436.38,434.88,-,0.06%
4-Jun-10,435.38,443.88,444.12,435.38,-,-1.97%
3-Jun-10,444.12,444.25,447.75,440.75,-,-0.06%
2-Jun-10,444.38,451.38,454.38,442.12,-,-1.58%
1-Jun-10,451.5,458.25,461.12,449.12,-,-1.50%
31-May-10,458.38,458,459.38,457.12,-,0.16%
30-May-10,457.62,457.62,457.62,457.62,-,0.05%
28-May-10,457.38,469.88,473.38,456.62,-,-2.69%
27-May-10,470,461.62,473.12,461.38,-,1.81%
26-May-10,461.62,462.38,471.12,458.62,-,-0.19%
25-May-10,462.5,466.38,466.5,456.38,-,-0.78%
24-May-10,466.12,472.12,475.62,465.38,-,-1.30%
23-May-10,472.25,472.88,473.25,471.88,-,0.03%
21-May-10,472.12,467.75,474.88,466.88,-,1.07%
20-May-10,467.12,470.88,472,461.62,-,-0.77%
19-May-10,470.75,467,471.88,465.5,-,0.78%
