Offense,Defense,Week,Start xPts,End xPts
CLE,PIT,1,2.19,0.00
CLE,PIT,1,2.00,7.00
DAL,NYG,1,1.85,0.00
DAL,NYG,1,2.89,2.93
DAL,NYG,1,2.09,2.14
DAL,NYG,1,1.71,0.00
DAL,NYG,1,2.37,7.00
DAL,NYG,1,1.85,2.42
DAL,NYG,1,1.57,0.00
DAL,NYG,1,1.67,0.00
DAL,NYG,1,2.99,2.68
DEN,SD,1,1.90,0.00
DEN,SD,1,2.14,7.00
DEN,SD,1,1.90,0.00
DEN,SD,1,2.80,7.00
DEN,SD,1,1.57,0.00
DEN,SD,1,3.41,7.00
DEN,SD,1,1.67,2.93
DEN,SD,1,3.13,1.84
DEN,SD,1,2.52,2.29
DEN,SD,1,1.90,2.01
DEN,SD,1,1.43,0.00
DEN,SD,1,2.33,0.00
DET,ARI,1,4.21,4.10
DET,ARI,1,1.43,0.00
DET,ARI,1,1.38,0.00
DET,ARI,1,1.05,0.00
DET,ARI,1,3.46,7.00
DET,ARI,1,2.52,0.00
DET,ARI,1,1.76,1.42
DET,ARI,1,1.90,0.00
DET,ARI,1,1.48,0.00
DET,ARI,1,4.97,7.00
DET,ARI,1,2.28,7.00
DET,ARI,1,2.04,7.00
DET,ARI,1,3.37,0.00
GB,SEA,1,1.52,3.93
GB,SEA,1,0.82,0.00
GB,SEA,1,1.29,0.00
GB,SEA,1,0.96,0.00
GB,SEA,1,2.09,0.00
GB,SEA,1,1.90,0.00
GB,SEA,1,5.39,7.00
GB,SEA,1,1.90,7.00
GB,SEA,1,1.90,2.55
GB,SEA,1,1.90,0.00
HOU,JAC,1,1.90,0.00
HOU,JAC,1,1.67,0.00
HOU,JAC,1,1.90,0.00
HOU,JAC,1,2.28,0.00
HOU,JAC,1,2.52,2.89
HOU,JAC,1,1.90,2.70
HOU,JAC,1,1.90,0.00
HOU,JAC,1,1.90,7.00
HOU,JAC,1,1.90,2.85
HOU,JAC,1,2.09,0.00
HOU,JAC,1,2.47,3.27
HOU,JAC,1,1.24,0.00
IND,LA,1,1.90,0.61
IND,LA,1,1.90,2.93
IND,LA,1,1.05,1.37
IND,LA,1,1.05,0.00
IND,LA,1,1.90,0.00
IND,LA,1,1.90,0.00
IND,LA,1,1.90,0.00
IND,LA,1,1.90,0.00
IND,LA,1,4.31,2.62
IND,LA,1,1.90,1.90
IND,LA,1,1.90,0.00
IND,LA,1,1.01,0.00
IND,LA,1,1.48,7.00
IND,LA,1,1.19,-2.00
IND,LA,1,1.90,0.00
JAC,HOU,1,1.90,2.46
JAC,HOU,1,2.52,0.00
JAC,HOU,1,1.48,2.89
JAC,HOU,1,1.90,0.00
JAC,HOU,1,1.62,0.00
JAC,HOU,1,2.94,7.00
JAC,HOU,1,1.90,7.00
JAC,HOU,1,2.66,2.58
JAC,HOU,1,1.90,0.00
JAC,HOU,1,4.17,2.62
JAC,HOU,1,4.78,0.00
KC,NE,1,1.90,1.90
KC,NE,1,1.19,7.00
KC,NE,1,2.85,0.00
KC,NE,1,1.81,0.00
KC,NE,1,1.10,7.00
KC,NE,1,1.90,0.00
KC,NE,1,1.90,7.00
KC,NE,1,1.38,0.00
KC,NE,1,1.34,0.00
KC,NE,1,1.19,7.00
KC,NE,1,2.61,0.00
KC,NE,1,2.61,7.00
KC,NE,1,1.71,7.00
KC,NE,1,3.46,0.00
LA,IND,1,1.90,2.01
LA,IND,1,1.90,0.00
LA,IND,1,3.84,0.00
LA,IND,1,2.19,7.00
LA,IND,1,2.70,7.00
LA,IND,1,2.61,2.71
LA,IND,1,2.04,2.37
LA,IND,1,2.61,0.00
LA,IND,1,2.23,0.00
LA,IND,1,2.70,0.00
LA,IND,1,2.75,7.00
LA,IND,1,1.43,0.00
MIN,NO,1,1.43,2.89
MIN,NO,1,1.90,0.00
MIN,NO,1,1.95,7.00
MIN,NO,1,0.96,7.00
MIN,NO,1,2.28,2.80
MIN,NO,1,2.23,0.00
MIN,NO,1,1.24,7.00
MIN,NO,1,1.90,2.31
MIN,NO,1,3.18,0.00
NE,KC,1,2.00,7.00
NE,KC,1,3.93,0.00
NE,KC,1,1.90,2.88
NE,KC,1,1.57,7.00
NE,KC,1,2.61,0.00
NE,KC,1,1.57,0.00
NE,KC,1,1.52,0.00
NE,KC,1,1.90,0.00
NE,KC,1,2.89,7.00
NE,KC,1,2.04,2.78
NE,KC,1,1.90,0.00
NE,KC,1,1.34,0.00
NE,KC,1,1.90,0.00
NE,KC,1,1.38,0.00
NO,MIN,1,1.62,2.42
NO,MIN,1,1.90,0.00
NO,MIN,1,1.85,2.93
NO,MIN,1,1.90,0.00
NO,MIN,1,1.90,0.00
NO,MIN,1,1.24,2.90
NO,MIN,1,1.90,2.93
NO,MIN,1,1.90,7.00
NYG,DAL,1,1.01,0.00
NYG,DAL,1,1.90,0.00
NYG,DAL,1,1.24,0.00
NYG,DAL,1,1.15,0.00
NYG,DAL,1,1.90,0.00
NYG,DAL,1,1.90,0.00
NYG,DAL,1,1.90,2.89
NYG,DAL,1,1.19,0.00
NYG,DAL,1,1.19,2.66
NYG,DAL,1,1.38,0.00
NYJ,BUF,1,2.00,0.00
NYJ,BUF,1,1.48,0.00
NYJ,BUF,1,1.90,2.14
NYJ,BUF,1,2.42,1.87
NYJ,BUF,1,1.67,0.00
NYJ,BUF,1,1.90,0.00
NYJ,BUF,1,1.71,0.00
NYJ,BUF,1,1.90,7.00
NYJ,BUF,1,1.52,0.00
NYJ,BUF,1,3.60,2.52
NYJ,BUF,1,2.70,0.00
NYJ,BUF,1,2.66,2.66
OAK,TEN,1,3.08,7.00
OAK,TEN,1,1.90,2.93
OAK,TEN,1,1.38,0.00
OAK,TEN,1,1.90,1.87
OAK,TEN,1,1.15,0.00
OAK,TEN,1,2.47,1.87
OAK,TEN,1,2.14,7.00
OAK,TEN,1,1.67,0.00
OAK,TEN,1,2.66,2.42
OAK,TEN,1,2.70,0.00
PHI,WAS,1,2.80,7.00
PHI,WAS,1,3.18,3.25
PHI,WAS,1,1.34,0.00
PHI,WAS,1,3.60,7.00
PHI,WAS,1,1.01,1.02
PHI,WAS,1,1.90,0.00
PHI,WAS,1,1.90,2.01
PHI,WAS,1,1.90,2.46
PHI,WAS,1,1.95,0.00
PHI,WAS,1,1.43,0.00
PHI,WAS,1,2.94,2.62
PHI,WAS,1,2.70,0.00
PIT,CLE,1,1.95,0.00
PIT,CLE,1,1.90,0.00
PIT,CLE,1,1.01,0.00
PIT,CLE,1,1.38,0.00
PIT,CLE,1,1.15,7.00
PIT,CLE,1,1.90,0.00
PIT,CLE,1,1.90,7.00
PIT,CLE,1,2.33,2.84
PIT,CLE,1,1.85,0.00
PIT,CLE,1,1.67,0.00
SEA,GB,1,2.56,0.00
SEA,GB,1,3.08,0.00
SEA,GB,1,1.90,0.00
SEA,GB,1,1.67,0.00
SEA,GB,1,2.23,0.00
SEA,GB,1,1.24,2.76
SEA,GB,1,1.71,-0.42
SEA,GB,1,1.95,2.93
SEA,GB,1,1.95,0.00
SEA,GB,1,1.90,2.51
SF,CAR,1,1.57,0.00
SF,CAR,1,1.85,2.55
SF,CAR,1,1.90,0.00
SF,CAR,1,2.00,0.00
SF,CAR,1,2.52,0.00
SF,CAR,1,1.90,0.00
SF,CAR,1,1.90,2.56
SF,CAR,1,1.90,0.00
SF,CAR,1,1.90,2.37
SF,CAR,1,3.98,0.00
TEN,OAK,1,1.90,7.00
TEN,OAK,1,1.90,0.00
TEN,OAK,1,0.82,2.91
TEN,OAK,1,1.90,0.00
TEN,OAK,1,1.67,0.00
TEN,OAK,1,1.90,2.88
TEN,OAK,1,2.37,0.00
TEN,OAK,1,1.67,1.87
TEN,OAK,1,1.90,1.87
SD,DEN,1,1.24,0.00
SD,DEN,1,1.90,7.00
SD,DEN,1,1.43,0.00
SD,DEN,1,1.90,0.00
SD,DEN,1,1.90,1.03
SD,DEN,1,1.90,0.00
SD,DEN,1,1.90,0.00
SD,DEN,1,3.41,7.00
SD,DEN,1,3.65,7.00
SD,DEN,1,2.61,0.00
SD,DEN,1,2.52,2.37
WAS,PHI,1,1.48,0.00
WAS,PHI,1,1.90,2.64
WAS,PHI,1,3.08,0.00
WAS,PHI,1,1.85,0.00
WAS,PHI,1,2.19,7.00
WAS,PHI,1,1.62,2.76
WAS,PHI,1,2.42,3.72
WAS,PHI,1,0.77,0.00
WAS,PHI,1,1.90,1.99
WAS,PHI,1,2.33,0.00
ARI,IND,2,1.90,0.00
ARI,IND,2,1.57,0.00
ARI,IND,2,1.90,0.00
ARI,IND,2,2.47,2.86
ARI,IND,2,2.04,4.21
ARI,IND,2,1.34,0.00
ARI,IND,2,1.34,0.00
ARI,IND,2,1.43,7.00
ARI,IND,2,2.52,2.55
ARI,IND,2,1.43,0.00
ARI,IND,2,3.03,2.46
ARI,IND,2,4.45,0.00
ATL,GB,2,1.38,7.00
ATL,GB,2,1.90,0.00
ATL,GB,2,1.34,7.00
ATL,GB,2,1.15,1.94
ATL,GB,2,2.80,0.00
ATL,GB,2,3.74,7.00
ATL,GB,2,1.90,1.79
ATL,GB,2,1.90,0.00
ATL,GB,2,1.71,0.00
BAL,CLE,2,2.04,0.00
BAL,CLE,2,3.88,7.00
BAL,CLE,2,2.04,2.52
BAL,CLE,2,2.42,7.00
BAL,CLE,2,1.90,0.00
BAL,CLE,2,2.23,1.42
BAL,CLE,2,3.55,7.00
BAL,CLE,2,1.90,0.00
BAL,CLE,2,1.90,0.00
BAL,CLE,2,2.47,2.85
BAL,CLE,2,1.67,3.22
BAL,CLE,2,2.37,0.00
BAL,CLE,2,1.81,0.00
BUF,CAR,2,1.90,0.00
BUF,CAR,2,1.19,0.00
BUF,CAR,2,0.82,0.00
BUF,CAR,2,1.90,0.00
BUF,CAR,2,1.71,0.00
BUF,CAR,2,1.90,0.00
BUF,CAR,2,1.71,0.00
BUF,CAR,2,1.38,0.00
BUF,CAR,2,2.75,2.31
BUF,CAR,2,1.90,0.00
CAR,BUF,2,1.90,2.74
CAR,BUF,2,1.38,0.00
CAR,BUF,2,2.61,0.00
CAR,BUF,2,2.80,2.85
CAR,BUF,2,2.52,0.00
CAR,BUF,2,2.89,0.00
CAR,BUF,2,2.14,0.00
CAR,BUF,2,1.57,0.00
CAR,BUF,2,1.90,2.93
CAR,BUF,2,2.28,0.00
CHI,TB,2,1.90,4.40
CHI,TB,2,1.34,1.72
CHI,TB,2,1.95,1.42
CHI,TB,2,1.90,0.00
CHI,TB,2,1.90,0.00
CHI,TB,2,2.37,0.00
CHI,TB,2,1.19,0.00
CHI,TB,2,2.89,0.00
CHI,TB,2,2.52,7.00
CIN,HOU,2,2.89,0.00
CIN,HOU,2,2.85,0.00
CIN,HOU,2,3.60,3.07
CIN,HOU,2,2.42,2.58
CIN,HOU,2,1.38,0.00
CIN,HOU,2,1.67,0.00
CIN,HOU,2,1.90,2.84
CIN,HOU,2,1.90,2.82
CIN,HOU,2,1.24,0.00
CIN,HOU,2,1.90,0.00
CIN,HOU,2,2.94,0.00
CIN,HOU,2,2.19,0.00
CIN,HOU,2,1.67,0.00
CLE,BAL,2,1.90,0.00
CLE,BAL,2,1.15,1.00
CLE,BAL,2,1.90,3.27
CLE,BAL,2,1.15,0.00
CLE,BAL,2,1.52,7.00
CLE,BAL,2,1.05,0.00
CLE,BAL,2,2.99,3.03
CLE,BAL,2,1.57,2.62
CLE,BAL,2,1.38,0.00
CLE,BAL,2,1.90,4.64
CLE,BAL,2,3.13,2.36
CLE,BAL,2,1.67,0.00
DAL,DEN,2,1.90,0.00
DAL,DEN,2,1.90,0.00
DAL,DEN,2,2.56,0.00
DAL,DEN,2,5.71,7.00
DAL,DEN,2,1.90,0.00
DAL,DEN,2,1.90,1.57
DAL,DEN,2,1.90,2.08
DAL,DEN,2,1.90,0.00
DAL,DEN,2,3.60,7.00
DAL,DEN,2,1.62,0.00
DAL,DEN,2,2.37,0.00
DAL,DEN,2,3.70,3.45
DAL,DEN,2,1.90,0.00
DEN,DAL,2,1.76,7.00
DEN,DAL,2,1.01,2.07
DEN,DAL,2,1.67,0.90
DEN,DAL,2,1.62,7.00
DEN,DAL,2,3.03,7.00
DEN,DAL,2,1.90,0.00
DEN,DAL,2,1.90,7.00
DEN,DAL,2,4.36,7.00
DEN,DAL,2,2.70,2.70
DEN,DAL,2,1.90,0.00
DEN,DAL,2,1.01,0.00
DEN,DAL,2,1.05,0.00
DET,NYG,2,1.62,0.00
DET,NYG,2,2.89,7.00
DET,NYG,2,3.32,2.71
DET,NYG,2,4.07,7.00
DET,NYG,2,2.04,0.00
DET,NYG,2,1.90,1.57
DET,NYG,2,1.95,0.00
DET,NYG,2,1.90,0.00
DET,NYG,2,3.08,0.00
DET,NYG,2,2.09,0.00
GB,ATL,2,1.90,7.00
GB,ATL,2,2.42,0.00
GB,ATL,2,1.90,0.00
GB,ATL,2,1.90,0.00
GB,ATL,2,0.96,0.10
GB,ATL,2,1.90,0.00
GB,ATL,2,1.90,1.78
GB,ATL,2,1.90,2.85
GB,ATL,2,1.90,7.00
GB,ATL,2,1.43,7.00
GB,ATL,2,1.29,0.00
HOU,CIN,2,1.90,0.00
HOU,CIN,2,0.86,0.00
HOU,CIN,2,1.43,0.00
HOU,CIN,2,4.50,2.88
HOU,CIN,2,1.90,0.00
HOU,CIN,2,1.67,0.00
HOU,CIN,2,1.01,7.00
HOU,CIN,2,1.90,0.00
HOU,CIN,2,1.48,0.00
HOU,CIN,2,1.10,0.00
HOU,CIN,2,1.19,2.46
HOU,CIN,2,3.37,0.00
IND,ARI,2,2.94,7.00
IND,ARI,2,2.61,2.26
IND,ARI,2,0.77,0.00
IND,ARI,2,1.67,0.00
IND,ARI,2,2.37,0.00
IND,ARI,2,1.90,0.00
IND,ARI,2,1.90,0.00
IND,ARI,2,1.34,2.84
IND,ARI,2,1.85,0.00
IND,ARI,2,1.90,0.00
IND,ARI,2,1.34,0.00
IND,ARI,2,1.95,1.95
JAC,TEN,2,1.85,2.42
JAC,TEN,2,1.90,0.00
JAC,TEN,2,2.09,0.00
JAC,TEN,2,2.66,1.90
JAC,TEN,2,1.48,1.94
JAC,TEN,2,1.90,1.03
JAC,TEN,2,1.90,0.00
JAC,TEN,2,1.15,0.00
JAC,TEN,2,1.43,0.00
JAC,TEN,2,1.90,7.00
JAC,TEN,2,1.81,7.00
KC,PHI,2,1.24,2.74
KC,PHI,2,1.90,0.00
KC,PHI,2,2.14,0.00
KC,PHI,2,2.47,0.00
KC,PHI,2,4.31,2.58
KC,PHI,2,1.34,0.00
KC,PHI,2,1.52,7.00
KC,PHI,2,2.33,0.00
KC,PHI,2,3.98,7.00
KC,PHI,2,2.80,7.00
LA,WAS,2,1.90,0.00
LA,WAS,2,0.82,0.00
LA,WAS,2,2.04,2.04
LA,WAS,2,1.90,7.00
LA,WAS,2,2.23,2.78
LA,WAS,2,1.90,0.00
LA,WAS,2,1.10,0.00
LA,WAS,2,1.05,7.00
LA,WAS,2,2.66,0.00
LA,WAS,2,1.90,2.55
LA,WAS,2,2.04,2.04
MIA,SD,2,1.57,2.82
MIA,SD,2,1.29,0.00
MIA,SD,2,1.52,0.00
MIA,SD,2,2.33,0.00
MIA,SD,2,2.28,0.00
MIA,SD,2,1.90,7.00
MIA,SD,2,1.81,2.85
MIA,SD,2,1.62,2.71
MIA,SD,2,3.03,1.72
MIA,SD,2,2.33,0.00
MIN,PIT,2,1.95,0.00
MIN,PIT,2,1.90,0.00
MIN,PIT,2,1.90,2.46
MIN,PIT,2,2.80,0.00
MIN,PIT,2,2.70,0.00
MIN,PIT,2,1.15,0.00
MIN,PIT,2,2.14,0.00
MIN,PIT,2,1.57,7.00
MIN,PIT,2,1.52,0.00
MIN,PIT,2,0.77,0.00
MIN,PIT,2,1.90,0.00
MIN,PIT,2,1.90,0.28
NE,NO,2,1.90,7.00
NE,NO,2,1.90,7.00
NE,NO,2,2.28,7.00
NE,NO,2,1.90,0.00
NE,NO,2,1.90,7.00
NE,NO,2,1.90,2.85
NE,NO,2,1.24,0.00
NE,NO,2,2.56,2.90
NE,NO,2,1.24,2.86
NE,NO,2,3.37,0.00
NO,NE,2,2.52,2.26
NO,NE,2,2.04,0.00
NO,NE,2,1.67,7.00
NO,NE,2,2.56,2.74
NO,NE,2,2.09,0.00
NO,NE,2,1.90,0.00
NO,NE,2,2.33,2.07
NO,NE,2,2.28,0.00
NO,NE,2,1.90,7.00
NO,NE,2,1.10,0.00
NYG,DET,2,1.48,0.00
NYG,DET,2,1.90,7.00
NYG,DET,2,2.42,2.42
NYG,DET,2,1.90,0.00
NYG,DET,2,2.47,0.00
NYG,DET,2,1.95,0.00
NYG,DET,2,1.90,0.00
NYG,DET,2,1.90,2.89
NYG,DET,2,1.62,0.00
NYG,DET,2,1.90,0.00
NYG,DET,2,1.15,0.00
NYG,DET,2,1.85,0.00
NYJ,OAK,2,2.61,0.00
NYJ,OAK,2,2.52,0.00
NYJ,OAK,2,1.90,7.00
NYJ,OAK,2,1.19,2.26
NYJ,OAK,2,1.90,0.00
NYJ,OAK,2,2.28,2.55
NYJ,OAK,2,1.90,0.00
NYJ,OAK,2,1.90,1.90
NYJ,OAK,2,1.90,7.00
NYJ,OAK,2,1.90,0.00
OAK,NYJ,2,1.48,0.00
OAK,NYJ,2,1.62,7.00
OAK,NYJ,2,1.43,7.00
OAK,NYJ,2,1.43,0.00
OAK,NYJ,2,1.90,0.00
OAK,NYJ,2,5.60,7.00
OAK,NYJ,2,1.48,7.00
OAK,NYJ,2,1.71,7.00
OAK,NYJ,2,4.59,7.00
OAK,NYJ,2,3.18,2.84
PHI,KC,2,1.95,2.74
PHI,KC,2,1.67,0.00
PHI,KC,2,1.05,0.00
PHI,KC,2,1.90,2.84
PHI,KC,2,1.90,0.00
PHI,KC,2,1.62,7.00
PHI,KC,2,2.33,2.55
PHI,KC,2,1.67,0.78
PHI,KC,2,1.90,0.00
PHI,KC,2,1.90,7.00
PHI,KC,2,3.60,0.00
PIT,MIN,2,1.95,0.00
PIT,MIN,2,1.76,7.00
PIT,MIN,2,2.61,7.00
PIT,MIN,2,1.90,0.00
PIT,MIN,2,1.24,0.00
PIT,MIN,2,1.29,0.00
PIT,MIN,2,3.74,2.26
PIT,MIN,2,1.43,2.84
PIT,MIN,2,1.62,0.00
PIT,MIN,2,1.52,2.65
PIT,MIN,2,4.03,2.42
PIT,MIN,2,3.60,0.00
SEA,SF,2,1.90,2.89
SEA,SF,2,1.52,0.00
SEA,SF,2,3.74,2.86
SEA,SF,2,0.86,0.00
SEA,SF,2,1.62,0.00
SEA,SF,2,1.90,0.00
SEA,SF,2,1.76,0.00
SEA,SF,2,1.05,0.00
SEA,SF,2,2.70,0.00
SEA,SF,2,2.28,0.00
SEA,SF,2,1.57,7.00
SEA,SF,2,1.29,0.00
SF,SEA,2,1.90,0.00
SF,SEA,2,2.56,2.56
SF,SEA,2,2.23,0.00
SF,SEA,2,2.37,0.00
SF,SEA,2,1.24,2.55
SF,SEA,2,2.23,2.65
SF,SEA,2,1.95,0.00
SF,SEA,2,1.01,0.00
SF,SEA,2,1.34,0.00
SF,SEA,2,2.14,2.74
SF,SEA,2,1.67,0.00
TB,CHI,2,1.90,2.46
TB,CHI,2,2.52,0.00
TB,CHI,2,4.83,7.00
TB,CHI,2,3.79,7.00
TB,CHI,2,1.67,2.01
TB,CHI,2,1.76,4.06
TB,CHI,2,1.10,2.91
TB,CHI,2,1.38,0.00
TB,CHI,2,1.05,0.00
TB,CHI,2,1.90,0.00
TEN,JAC,2,1.90,0.00
TEN,JAC,2,1.90,2.55
TEN,JAC,2,2.04,0.00
TEN,JAC,2,1.38,0.00
TEN,JAC,2,3.60,4.31
TEN,JAC,2,2.56,2.51
TEN,JAC,2,3.60,2.88
TEN,JAC,2,3.84,7.00
TEN,JAC,2,3.13,7.00
TEN,JAC,2,1.38,7.00
TEN,JAC,2,4.26,7.00
TEN,JAC,2,1.67,0.00
SD,MIA,2,1.90,0.00
SD,MIA,2,1.90,0.00
SD,MIA,2,3.27,2.51
SD,MIA,2,2.14,7.00
SD,MIA,2,1.67,2.42
SD,MIA,2,1.81,7.00
SD,MIA,2,1.71,0.00
SD,MIA,2,1.01,0.00
SD,MIA,2,1.67,2.37
WAS,LA,2,1.71,2.55
WAS,LA,2,2.37,7.00
WAS,LA,2,4.03,2.92
WAS,LA,2,1.90,0.00
WAS,LA,2,1.90,7.00
WAS,LA,2,2.85,0.00
WAS,LA,2,1.90,0.00
WAS,LA,2,1.48,1.94
WAS,LA,2,1.01,0.00
WAS,LA,2,2.14,7.00
WAS,LA,2,4.55,0.00
ARI,DAL,3,1.57,7.00
ARI,DAL,3,1.67,2.68
ARI,DAL,3,2.80,0.00
ARI,DAL,3,1.19,0.00
ARI,DAL,3,1.90,0.00
ARI,DAL,3,1.05,0.00
ARI,DAL,3,1.76,0.00
ARI,DAL,3,2.89,7.00
ARI,DAL,3,0.91,0.00
ARI,DAL,3,1.90,2.65
ARI,DAL,3,1.90,0.00
ARI,DAL,3,1.34,0.00
ATL,DET,3,1.90,7.00
ATL,DET,3,2.09,2.68
ATL,DET,3,2.42,7.00
ATL,DET,3,1.90,1.90
ATL,DET,3,1.90,2.14
ATL,DET,3,2.00,0.00
ATL,DET,3,3.51,2.55
ATL,DET,3,1.34,1.95
ATL,DET,3,1.90,7.00
ATL,DET,3,1.90,3.90
ATL,DET,3,1.10,0.00
ATL,DET,3,2.47,0.00
BAL,JAC,3,2.61,0.00
BAL,JAC,3,1.90,0.00
BAL,JAC,3,1.90,0.00
BAL,JAC,3,1.90,0.00
BAL,JAC,3,1.67,1.67
BAL,JAC,3,1.90,0.00
BAL,JAC,3,1.90,0.00
BAL,JAC,3,0.96,0.89
BAL,JAC,3,1.90,3.32
BAL,JAC,3,1.90,0.00
BAL,JAC,3,1.90,0.00
BAL,JAC,3,1.85,7.00
BUF,DEN,3,2.70,0.00
BUF,DEN,3,1.67,0.00
BUF,DEN,3,1.95,7.00
BUF,DEN,3,1.90,0.00
BUF,DEN,3,3.93,2.07
BUF,DEN,3,1.90,1.64
BUF,DEN,3,1.76,0.00
BUF,DEN,3,2.19,7.00
BUF,DEN,3,3.93,0.00
BUF,DEN,3,3.98,1.87
BUF,DEN,3,2.52,2.86
BUF,DEN,3,2.75,0.00
CAR,NO,3,1.90,2.78
CAR,NO,3,1.90,2.14
CAR,NO,3,1.24,1.85
CAR,NO,3,1.90,0.00
CAR,NO,3,1.90,0.00
CAR,NO,3,1.52,7.00
CAR,NO,3,1.90,1.03
CAR,NO,3,2.89,1.63
CAR,NO,3,2.23,0.00
CAR,NO,3,1.71,0.00
CHI,PIT,3,1.95,0.00
CHI,PIT,3,4.07,7.00
CHI,PIT,3,3.08,2.20
CHI,PIT,3,1.57,0.00
CHI,PIT,3,1.90,7.00
CHI,PIT,3,5.92,2.91
CHI,PIT,3,1.76,0.00
CHI,PIT,3,1.67,1.55
CHI,PIT,3,1.90,0.00
CHI,PIT,3,1.15,0.17
CHI,PIT,3,1.90,0.00
CHI,PIT,3,1.15,0.00
CHI,PIT,3,1.95,7.00
CIN,GB,3,1.71,7.00
CIN,GB,3,1.90,0.00
CIN,GB,3,2.61,7.00
CIN,GB,3,1.01,0.00
CIN,GB,3,2.47,0.00
CIN,GB,3,1.90,0.00
CIN,GB,3,3.22,2.14
CIN,GB,3,1.90,0.00
CIN,GB,3,1.15,2.26
CIN,GB,3,1.90,0.00
CIN,GB,3,1.90,0.00
CLE,IND,3,1.90,0.00
CLE,IND,3,2.00,0.00
CLE,IND,3,1.57,0.00
CLE,IND,3,1.90,7.00
CLE,IND,3,1.90,0.00
CLE,IND,3,1.90,0.00
CLE,IND,3,1.90,7.00
CLE,IND,3,2.70,4.64
CLE,IND,3,2.14,0.00
CLE,IND,3,3.37,2.09
CLE,IND,3,1.90,0.00
CLE,IND,3,2.70,7.00
CLE,IND,3,2.14,7.00
CLE,IND,3,1.15,0.08
DAL,ARI,3,1.90,0.00
DAL,ARI,3,1.95,0.00
DAL,ARI,3,1.01,0.00
DAL,ARI,3,3.88,7.00
DAL,ARI,3,1.90,0.00
DAL,ARI,3,3.27,7.00
DAL,ARI,3,1.24,0.00
DAL,ARI,3,1.81,0.00
DAL,ARI,3,3.08,7.00
DAL,ARI,3,1.90,7.00
DAL,ARI,3,2.52,0.00
DAL,ARI,3,0.86,0.00
DEN,BUF,3,1.90,0.00
DEN,BUF,3,1.67,0.00
DEN,BUF,3,2.00,2.62
DEN,BUF,3,1.71,7.00
DEN,BUF,3,0.96,0.00
DEN,BUF,3,1.90,2.71
DEN,BUF,3,2.66,2.85
