Offense,Defense,Week,Start xPts,End xPts
DEN,BUF,3,1.90,-0.12
DEN,BUF,3,1.29,0.00
DEN,BUF,3,2.52,4.31
DEN,BUF,3,1.76,0.00
DET,ATL,3,1.24,0.00
DET,ATL,3,1.90,1.64
DET,ATL,3,1.90,2.55
DET,ATL,3,1.90,0.00
DET,ATL,3,1.90,0.00
DET,ATL,3,1.90,7.00
DET,ATL,3,4.45,2.71
DET,ATL,3,1.90,1.57
DET,ATL,3,2.85,0.00
DET,ATL,3,2.19,0.00
DET,ATL,3,1.24,0.00
GB,CIN,3,2.61,7.00
GB,CIN,3,2.61,0.00
GB,CIN,3,1.90,2.97
GB,CIN,3,1.90,0.00
GB,CIN,3,1.52,0.00
GB,CIN,3,1.19,0.00
GB,CIN,3,1.90,7.00
GB,CIN,3,1.81,0.00
GB,CIN,3,2.52,2.85
GB,CIN,3,1.71,0.00
GB,CIN,3,1.90,7.00
GB,CIN,3,1.71,0.00
HOU,NE,3,1.71,0.00
HOU,NE,3,1.76,2.58
HOU,NE,3,1.57,0.00
HOU,NE,3,3.37,7.00
HOU,NE,3,1.24,1.90
HOU,NE,3,1.81,2.55
HOU,NE,3,1.48,0.00
HOU,NE,3,2.14,7.00
HOU,NE,3,1.67,2.80
HOU,NE,3,1.34,0.00
HOU,NE,3,2.28,2.68
HOU,NE,3,1.90,2.89
IND,CLE,3,1.67,0.00
IND,CLE,3,1.95,0.00
IND,CLE,3,2.14,7.00
IND,CLE,3,1.90,7.00
IND,CLE,3,0.86,7.00
IND,CLE,3,3.32,7.00
IND,CLE,3,1.90,0.00
IND,CLE,3,1.90,0.00
IND,CLE,3,1.19,0.00
IND,CLE,3,1.48,1.48
IND,CLE,3,3.18,2.78
IND,CLE,3,1.62,0.00
IND,CLE,3,3.22,0.00
IND,CLE,3,3.32,0.00
JAC,BAL,3,2.47,2.91
JAC,BAL,3,1.67,7.00
JAC,BAL,3,2.56,2.31
JAC,BAL,3,1.71,0.00
JAC,BAL,3,4.12,7.00
JAC,BAL,3,1.81,2.84
JAC,BAL,3,2.09,0.00
JAC,BAL,3,1.90,0.00
JAC,BAL,3,3.93,7.00
JAC,BAL,3,5.81,7.00
JAC,BAL,3,1.43,7.00
JAC,BAL,3,2.47,0.00
JAC,BAL,3,1.48,0.00
KC,SD,3,3.41,7.00
KC,SD,3,3.84,7.00
KC,SD,3,2.61,0.00
KC,SD,3,2.94,2.74
KC,SD,3,1.85,0.00
KC,SD,3,1.67,0.00
KC,SD,3,1.19,0.00
KC,SD,3,1.01,0.00
KC,SD,3,1.43,0.00
KC,SD,3,1.67,7.00
LA,SF,3,5.71,7.00
LA,SF,3,1.90,7.00
LA,SF,3,2.23,2.14
LA,SF,3,1.85,0.00
LA,SF,3,1.90,7.00
LA,SF,3,1.90,2.94
LA,SF,3,1.90,7.00
LA,SF,3,1.90,7.00
LA,SF,3,1.38,0.00
LA,SF,3,3.98,0.00
MIA,NYJ,3,2.28,0.00
MIA,NYJ,3,2.37,0.00
MIA,NYJ,3,1.15,0.00
MIA,NYJ,3,1.90,0.00
MIA,NYJ,3,1.43,0.00
MIA,NYJ,3,1.52,0.00
MIA,NYJ,3,1.90,0.00
MIA,NYJ,3,1.90,0.28
MIA,NYJ,3,1.90,0.00
MIA,NYJ,3,1.19,0.00
MIA,NYJ,3,2.85,3.89
MIA,NYJ,3,1.67,7.00
MIN,TB,3,1.90,7.00
MIN,TB,3,1.43,0.00
MIN,TB,3,1.85,7.00
MIN,TB,3,2.75,0.00
MIN,TB,3,1.10,7.00
MIN,TB,3,1.90,0.00
MIN,TB,3,2.33,7.00
MIN,TB,3,1.90,2.93
MIN,TB,3,1.90,0.00
MIN,TB,3,3.79,2.65
MIN,TB,3,1.24,0.00
NE,HOU,3,3.03,7.00
NE,HOU,3,1.90,0.00
NE,HOU,3,1.01,0.00
NE,HOU,3,1.90,0.00
NE,HOU,3,4.88,7.00
NE,HOU,3,1.90,1.57
NE,HOU,3,1.90,7.00
NE,HOU,3,2.14,0.00
NE,HOU,3,1.62,7.00
NE,HOU,3,1.90,0.00
NE,HOU,3,1.90,0.00
NE,HOU,3,1.05,0.00
NE,HOU,3,1.90,7.00
NO,CAR,3,1.90,7.00
NO,CAR,3,1.90,0.00
NO,CAR,3,4.31,7.00
NO,CAR,3,2.19,2.76
NO,CAR,3,1.90,7.00
NO,CAR,3,1.67,0.00
NO,CAR,3,1.90,2.07
NO,CAR,3,3.37,1.64
NO,CAR,3,3.79,7.00
NO,CAR,3,2.14,0.00
NYG,PHI,3,1.67,0.00
NYG,PHI,3,2.47,0.00
NYG,PHI,3,2.33,3.46
NYG,PHI,3,3.03,0.00
NYG,PHI,3,1.90,0.00
NYG,PHI,3,2.70,2.48
NYG,PHI,3,1.85,0.00
NYG,PHI,3,2.85,7.00
NYG,PHI,3,3.88,7.00
NYG,PHI,3,1.76,7.00
NYG,PHI,3,1.90,2.51
NYG,PHI,3,1.90,0.00
NYJ,MIA,3,1.90,0.00
NYJ,MIA,3,1.19,2.37
NYJ,MIA,3,2.75,0.00
NYJ,MIA,3,2.47,2.55
NYJ,MIA,3,1.85,0.00
NYJ,MIA,3,2.09,7.00
NYJ,MIA,3,1.67,0.00
NYJ,MIA,3,3.13,7.00
NYJ,MIA,3,3.13,2.92
NYJ,MIA,3,1.71,0.00
NYJ,MIA,3,2.52,1.76
NYJ,MIA,3,2.04,0.00
OAK,WAS,3,1.90,1.57
OAK,WAS,3,1.90,0.00
OAK,WAS,3,1.52,0.00
OAK,WAS,3,1.76,0.00
OAK,WAS,3,2.09,2.41
OAK,WAS,3,1.90,0.00
OAK,WAS,3,1.24,0.00
OAK,WAS,3,1.90,0.00
OAK,WAS,3,2.70,0.00
OAK,WAS,3,4.59,7.00
OAK,WAS,3,1.76,0.00
OAK,WAS,3,4.88,2.92
OAK,WAS,3,1.90,-0.79
OAK,WAS,3,1.01,0.00
PHI,NYG,3,2.37,0.00
PHI,NYG,3,1.19,0.00
PHI,NYG,3,1.19,7.00
PHI,NYG,3,0.91,0.00
PHI,NYG,3,0.82,0.00
PHI,NYG,3,1.90,1.87
PHI,NYG,3,2.89,7.00
PHI,NYG,3,1.34,0.00
PHI,NYG,3,2.09,2.09
PHI,NYG,3,1.52,0.00
PHI,NYG,3,1.90,7.00
PHI,NYG,3,1.90,2.26
PHI,NYG,3,2.52,1.05
PIT,CHI,3,1.90,0.00
PIT,CHI,3,2.47,2.47
PIT,CHI,3,2.47,0.00
PIT,CHI,3,1.81,7.00
PIT,CHI,3,1.90,2.68
PIT,CHI,3,2.00,0.00
PIT,CHI,3,4.69,7.00
PIT,CHI,3,1.19,0.00
PIT,CHI,3,4.45,2.78
PIT,CHI,3,2.52,0.00
PIT,CHI,3,1.43,0.00
SEA,TEN,3,1.67,0.00
SEA,TEN,3,1.29,0.00
SEA,TEN,3,2.37,0.00
SEA,TEN,3,1.62,0.00
SEA,TEN,3,1.90,0.00
SEA,TEN,3,1.90,0.00
SEA,TEN,3,1.38,7.00
SEA,TEN,3,1.90,7.00
SEA,TEN,3,1.90,0.00
SEA,TEN,3,1.90,0.00
SEA,TEN,3,1.90,7.00
SEA,TEN,3,1.90,0.00
SEA,TEN,3,2.04,7.00
SF,LA,3,1.90,1.90
SF,LA,3,1.62,7.00
SF,LA,3,1.62,3.07
SF,LA,3,1.90,0.00
SF,LA,3,4.88,2.68
SF,LA,3,1.81,2.14
SF,LA,3,2.61,0.00
SF,LA,3,1.90,7.00
SF,LA,3,1.90,7.00
SF,LA,3,1.81,0.00
SF,LA,3,2.42,7.00
SF,LA,3,4.07,7.00
SF,LA,3,3.08,0.00
TB,MIN,3,1.90,2.55
TB,MIN,3,1.81,0.00
TB,MIN,3,1.24,0.00
TB,MIN,3,1.38,3.84
TB,MIN,3,1.90,0.00
TB,MIN,3,1.24,0.00
TB,MIN,3,3.27,7.00
TB,MIN,3,1.90,7.00
TB,MIN,3,2.37,3.07
TB,MIN,3,1.90,3.80
TEN,SEA,3,1.90,0.00
TEN,SEA,3,2.19,0.00
TEN,SEA,3,1.48,0.00
TEN,SEA,3,1.67,0.00
TEN,SEA,3,2.28,2.90
TEN,SEA,3,2.23,2.65
TEN,SEA,3,2.23,0.00
TEN,SEA,3,1.85,2.20
TEN,SEA,3,1.90,7.00
TEN,SEA,3,2.89,7.00
TEN,SEA,3,1.90,7.00
TEN,SEA,3,1.90,2.71
TEN,SEA,3,2.04,0.00
TEN,SEA,3,3.22,0.00
SD,KC,3,1.01,0.83
SD,KC,3,1.81,2.57
SD,KC,3,1.24,7.00
SD,KC,3,1.38,1.15
SD,KC,3,1.90,2.84
SD,KC,3,1.48,0.00
SD,KC,3,2.14,0.00
SD,KC,3,3.79,0.00
SD,KC,3,1.90,0.00
SD,KC,3,1.24,0.00
SD,KC,3,1.90,0.00
WAS,OAK,3,2.28,7.00
WAS,OAK,3,1.90,0.00
WAS,OAK,3,1.67,0.00
WAS,OAK,3,1.52,0.00
WAS,OAK,3,2.04,7.00
WAS,OAK,3,1.43,0.00
WAS,OAK,3,1.90,7.00
WAS,OAK,3,3.51,1.87
WAS,OAK,3,1.90,2.91
WAS,OAK,3,1.15,0.82
WAS,OAK,3,1.90,2.85
WAS,OAK,3,3.70,0.00
ARI,SF,4,1.90,4.31
ARI,SF,4,1.57,0.00
ARI,SF,4,1.90,2.82
ARI,SF,4,1.90,0.00
ARI,SF,4,4.03,2.42
ARI,SF,4,1.43,0.00
ARI,SF,4,1.90,2.01
ARI,SF,4,1.90,0.00
ARI,SF,4,2.42,2.78
ARI,SF,4,2.23,0.00
ARI,SF,4,2.85,0.00
ARI,SF,4,1.15,0.00
ARI,SF,4,1.43,0.00
ARI,SF,4,1.90,7.00
ATL,BUF,4,1.62,0.00
ATL,BUF,4,0.77,0.00
ATL,BUF,4,2.89,2.85
ATL,BUF,4,1.90,0.00
ATL,BUF,4,1.76,7.00
ATL,BUF,4,1.67,1.71
ATL,BUF,4,1.57,2.44
ATL,BUF,4,1.90,7.00
ATL,BUF,4,3.46,1.43
ATL,BUF,4,1.90,0.00
BAL,PIT,4,1.90,0.00
BAL,PIT,4,1.85,0.00
BAL,PIT,4,1.19,0.00
BAL,PIT,4,1.76,2.23
BAL,PIT,4,1.76,0.00
BAL,PIT,4,2.56,0.90
BAL,PIT,4,4.59,2.46
BAL,PIT,4,2.33,7.00
BAL,PIT,4,1.81,0.00
BAL,PIT,4,1.76,2.85
BAL,PIT,4,1.38,1.17
BAL,PIT,4,1.90,0.00
BUF,ATL,4,1.15,0.00
BUF,ATL,4,1.19,0.00
BUF,ATL,4,1.81,7.00
BUF,ATL,4,1.43,0.00
BUF,ATL,4,1.90,0.00
BUF,ATL,4,1.90,0.00
BUF,ATL,4,1.29,2.90
BUF,ATL,4,1.90,1.57
BUF,ATL,4,3.79,1.64
BUF,ATL,4,1.19,0.00
CAR,NE,4,1.90,2.78
CAR,NE,4,2.42,1.87
CAR,NE,4,1.90,7.00
CAR,NE,4,1.48,7.00
CAR,NE,4,1.90,4.83
CAR,NE,4,2.23,7.00
CAR,NE,4,2.42,7.00
CAR,NE,4,1.71,0.00
CAR,NE,4,1.85,2.14
CHI,GB,4,1.90,1.90
CHI,GB,4,1.95,3.19
CHI,GB,4,1.43,0.00
CHI,GB,4,2.70,0.00
CHI,GB,4,2.33,1.91
CHI,GB,4,1.90,0.00
CHI,GB,4,2.04,7.00
CHI,GB,4,2.04,2.20
CHI,GB,4,1.90,1.98
CHI,GB,4,1.90,7.00
CHI,GB,4,2.61,0.00
CIN,CLE,4,2.52,2.19
CIN,CLE,4,2.52,0.00
CIN,CLE,4,3.79,7.00
CIN,CLE,4,1.29,7.00
CIN,CLE,4,1.52,7.00
CIN,CLE,4,1.90,2.51
CIN,CLE,4,1.52,7.00
CIN,CLE,4,2.00,0.00
CIN,CLE,4,2.42,0.00
CIN,CLE,4,1.57,0.00
CIN,CLE,4,1.57,0.00
CLE,CIN,4,2.04,0.00
CLE,CIN,4,4.03,2.14
CLE,CIN,4,1.01,0.00
CLE,CIN,4,1.90,3.45
CLE,CIN,4,1.81,0.00
CLE,CIN,4,1.19,0.00
CLE,CIN,4,2.04,0.00
CLE,CIN,4,1.67,0.00
CLE,CIN,4,1.62,0.00
CLE,CIN,4,1.85,0.00
CLE,CIN,4,2.47,7.00
DAL,LA,4,1.67,2.74
DAL,LA,4,1.62,7.00
DAL,LA,4,1.90,7.00
DAL,LA,4,1.90,7.00
DAL,LA,4,1.38,0.00
DAL,LA,4,1.90,0.00
DAL,LA,4,1.90,0.00
DAL,LA,4,1.71,0.53
DAL,LA,4,1.90,7.00
DAL,LA,4,1.90,0.00
DEN,OAK,4,1.90,0.00
DEN,OAK,4,1.29,7.00
DEN,OAK,4,1.24,2.85
DEN,OAK,4,0.96,0.00
DEN,OAK,4,2.19,0.00
DEN,OAK,4,1.90,0.00
DEN,OAK,4,2.00,2.68
DEN,OAK,4,3.98,2.26
DEN,OAK,4,4.73,2.84
DEN,OAK,4,2.33,0.00
DEN,OAK,4,1.38,0.00
DEN,OAK,4,1.10,0.00
DET,MIN,4,1.90,0.00
DET,MIN,4,1.71,0.00
DET,MIN,4,1.10,2.85
DET,MIN,4,1.76,0.00
DET,MIN,4,1.90,1.34
DET,MIN,4,3.22,2.68
DET,MIN,4,4.07,7.00
DET,MIN,4,1.01,0.00
DET,MIN,4,2.09,0.00
DET,MIN,4,2.42,0.00
DET,MIN,4,1.38,0.00
DET,MIN,4,3.08,0.00
GB,CHI,4,1.90,7.00
GB,CHI,4,5.71,7.00
GB,CHI,4,1.85,0.00
GB,CHI,4,1.43,0.00
GB,CHI,4,0.96,0.00
GB,CHI,4,2.61,7.00
GB,CHI,4,1.57,0.00
GB,CHI,4,1.90,0.00
GB,CHI,4,2.47,7.00
GB,CHI,4,3.46,7.00
GB,CHI,4,1.90,0.00
HOU,TEN,4,3.41,7.00
HOU,TEN,4,1.85,7.00
HOU,TEN,4,1.85,7.00
HOU,TEN,4,1.90,2.01
HOU,TEN,4,2.70,7.00
HOU,TEN,4,3.03,3.95
HOU,TEN,4,1.90,7.00
HOU,TEN,4,1.38,0.00
HOU,TEN,4,2.00,7.00
HOU,TEN,4,3.46,2.55
HOU,TEN,4,4.73,2.76
HOU,TEN,4,1.95,0.00
IND,SEA,4,1.15,0.00
IND,SEA,4,1.90,0.00
IND,SEA,4,2.42,0.00
IND,SEA,4,1.43,0.77
IND,SEA,4,1.67,7.00
IND,SEA,4,2.85,7.00
IND,SEA,4,1.90,0.00
IND,SEA,4,4.31,2.55
IND,SEA,4,1.76,1.76
IND,SEA,4,1.90,0.00
IND,SEA,4,1.90,0.00
IND,SEA,4,1.48,0.00
JAC,NYJ,4,2.56,7.00
JAC,NYJ,4,1.43,0.00
JAC,NYJ,4,1.34,2.82
JAC,NYJ,4,1.90,0.00
JAC,NYJ,4,2.37,0.00
JAC,NYJ,4,1.90,0.00
JAC,NYJ,4,1.90,0.00
JAC,NYJ,4,1.34,1.89
JAC,NYJ,4,1.90,1.87
JAC,NYJ,4,1.67,0.00
JAC,NYJ,4,3.79,2.92
JAC,NYJ,4,1.90,0.00
JAC,NYJ,4,3.08,0.00
JAC,NYJ,4,0.86,0.00
KC,WAS,4,1.90,0.00
KC,WAS,4,1.52,0.00
KC,WAS,4,1.38,0.00
KC,WAS,4,2.00,7.00
KC,WAS,4,1.52,2.26
KC,WAS,4,1.71,7.00
KC,WAS,4,1.90,2.89
KC,WAS,4,1.67,2.78
KC,WAS,4,1.90,2.42
LA,DAL,4,1.48,2.07
LA,DAL,4,3.79,2.37
LA,DAL,4,1.90,0.00
LA,DAL,4,4.59,7.00
LA,DAL,4,1.90,2.37
LA,DAL,4,1.71,0.00
LA,DAL,4,2.33,2.82
LA,DAL,4,1.19,7.00
LA,DAL,4,1.29,2.85
LA,DAL,4,4.07,2.42
LA,DAL,4,1.52,2.76
LA,DAL,4,2.56,0.00
MIA,NO,4,1.43,5.60
MIA,NO,4,2.19,0.00
MIA,NO,4,2.99,0.00
MIA,NO,4,1.76,0.00
MIA,NO,4,1.90,0.00
MIA,NO,4,1.95,0.00
MIA,NO,4,1.90,0.00
MIA,NO,4,1.62,0.00
MIA,NO,4,2.23,0.00
MIN,DET,4,1.95,0.00
MIN,DET,4,1.19,0.00
MIN,DET,4,2.00,0.00
MIN,DET,4,1.62,7.00
MIN,DET,4,1.90,2.72
MIN,DET,4,1.57,1.57
MIN,DET,4,2.56,0.00
MIN,DET,4,2.61,2.58
MIN,DET,4,0.96,0.00
MIN,DET,4,1.85,0.00
MIN,DET,4,2.80,2.80
NE,CAR,4,1.90,2.51
NE,CAR,4,1.90,0.00
NE,CAR,4,1.95,7.00
NE,CAR,4,1.95,2.71
NE,CAR,4,1.90,1.42
NE,CAR,4,1.05,0.00
NE,CAR,4,1.90,0.00
NE,CAR,4,1.90,7.00
NE,CAR,4,3.13,7.00
NO,MIA,4,1.67,2.51
NO,MIA,4,0.96,0.00
NO,MIA,4,1.29,0.00
NO,MIA,4,3.08,2.42
NO,MIA,4,1.81,7.00
NO,MIA,4,2.52,0.00
NO,MIA,4,2.56,2.31
NO,MIA,4,1.34,7.00
NO,MIA,4,3.51,0.00
NYG,TB,4,1.90,0.00
NYG,TB,4,0.86,0.00
NYG,TB,4,1.90,0.00
NYG,TB,4,1.90,0.00
NYG,TB,4,1.24,0.00
NYG,TB,4,2.42,2.82
NYG,TB,4,2.52,7.00
NYG,TB,4,1.90,0.00
NYG,TB,4,2.56,7.00
NYG,TB,4,2.85,2.42
NYG,TB,4,2.37,0.00
NYG,TB,4,1.90,7.00
NYJ,JAC,4,1.90,0.00
NYJ,JAC,4,1.90,7.00
NYJ,JAC,4,1.34,0.00
NYJ,JAC,4,2.19,2.31
NYJ,JAC,4,2.19,2.31
NYJ,JAC,4,1.57,7.00
NYJ,JAC,4,1.10,0.00
NYJ,JAC,4,5.29,2.88
NYJ,JAC,4,2.70,4.78
NYJ,JAC,4,1.90,0.00
NYJ,JAC,4,1.67,1.27
NYJ,JAC,4,1.90,0.00
NYJ,JAC,4,0.86,0.00
NYJ,JAC,4,1.15,0.00
NYJ,JAC,4,4.26,0.00
OAK,DEN,4,2.52,0.00
OAK,DEN,4,1.90,0.00
OAK,DEN,4,2.80,0.00
OAK,DEN,4,2.23,0.00
OAK,DEN,4,0.77,7.00
OAK,DEN,4,1.24,0.00
OAK,DEN,4,1.90,0.00
OAK,DEN,4,1.52,0.00
OAK,DEN,4,2.33,0.00
OAK,DEN,4,1.67,0.00
OAK,DEN,4,1.05,2.62
OAK,DEN,4,2.70,2.57
PHI,SD,4,2.23,7.00
PHI,SD,4,1.10,2.31
PHI,SD,4,1.67,2.55
PHI,SD,4,1.90,1.79
PHI,SD,4,2.04,0.00
PHI,SD,4,1.90,0.00
PHI,SD,4,1.24,2.20
PHI,SD,4,1.90,7.00
PHI,SD,4,1.90,0.00
PIT,BAL,4,0.86,2.80
PIT,BAL,4,2.14,0.00
PIT,BAL,4,3.27,2.07
PIT,BAL,4,4.12,7.00
PIT,BAL,4,2.14,7.00
PIT,BAL,4,1.48,0.61
PIT,BAL,4,1.71,2.37
PIT,BAL,4,1.90,0.00
PIT,BAL,4,1.38,0.00
PIT,BAL,4,3.18,0.00
PIT,BAL,4,3.13,7.00
PIT,BAL,4,0.96,0.00
SEA,IND,4,2.47,2.42
SEA,IND,4,0.77,-2.00
SEA,IND,4,1.90,0.00
SEA,IND,4,1.90,2.47
SEA,IND,4,1.90,2.65
SEA,IND,4,1.48,7.00
SEA,IND,4,1.01,1.30
SEA,IND,4,1.90,7.00
SEA,IND,4,1.95,7.00
SEA,IND,4,1.48,7.00
SF,ARI,4,1.67,0.00
SF,ARI,4,1.85,2.07
SF,ARI,4,1.43,2.58
SF,ARI,4,1.29,0.63
SF,ARI,4,1.95,0.00
SF,ARI,4,1.90,2.20
SF,ARI,4,1.90,2.14
SF,ARI,4,1.90,0.00
SF,ARI,4,1.90,0.00
SF,ARI,4,0.96,0.00
SF,ARI,4,1.81,0.00
SF,ARI,4,2.75,0.00
SF,ARI,4,1.76,2.91
TB,NYG,4,2.47,0.00
TB,NYG,4,2.80,7.00
TB,NYG,4,2.14,7.00
TB,NYG,4,1.67,0.00
TB,NYG,4,2.47,2.26
TB,NYG,4,1.67,0.00
TB,NYG,4,1.90,2.93
TB,NYG,4,1.90,2.14
TB,NYG,4,1.67,0.00
TB,NYG,4,2.28,0.00
TB,NYG,4,2.75,7.00
TB,NYG,4,1.90,2.74
TEN,HOU,4,1.76,0.89
TEN,HOU,4,1.90,0.00
TEN,HOU,4,1.90,0.00
TEN,HOU,4,1.90,7.00
TEN,HOU,4,1.90,7.00
TEN,HOU,4,1.90,1.90
TEN,HOU,4,1.15,0.00
TEN,HOU,4,1.90,0.00
TEN,HOU,4,1.71,0.00
TEN,HOU,4,2.70,2.06
TEN,HOU,4,1.90,1.90
TEN,HOU,4,0.86,1.52
TEN,HOU,4,1.90,0.00
TEN,HOU,4,1.15,0.00
SD,PHI,4,1.90,2.96
SD,PHI,4,1.90,0.00
SD,PHI,4,1.90,0.00
SD,PHI,4,1.90,7.00
SD,PHI,4,1.90,0.00
SD,PHI,4,1.34,2.85
SD,PHI,4,1.29,0.00
SD,PHI,4,1.90,7.00
SD,PHI,4,1.90,7.00
WAS,KC,4,1.90,7.00
WAS,KC,4,3.03,2.94
WAS,KC,4,1.67,0.00
WAS,KC,4,1.34,0.00
WAS,KC,4,1.90,0.00
WAS,KC,4,2.42,0.00
WAS,KC,4,1.90,7.00
WAS,KC,4,1.90,0.00
WAS,KC,4,1.90,2.55
WAS,KC,4,1.90,1.90
ARI,PHI,5,1.57,0.00
ARI,PHI,5,1.71,0.00
ARI,PHI,5,1.76,0.00
ARI,PHI,5,1.90,7.00
ARI,PHI,5,1.19,0.00
ARI,PHI,5,1.81,0.00
ARI,PHI,5,1.67,1.94
ARI,PHI,5,1.34,0.00
ARI,PHI,5,1.90,0.00
ARI,PHI,5,1.19,0.00
ARI,PHI,5,1.90,4.07
BAL,OAK,5,1.90,7.00
BAL,OAK,5,1.90,7.00
BAL,OAK,5,1.90,2.91
BAL,OAK,5,2.47,0.00
BAL,OAK,5,2.61,0.00
BAL,OAK,5,1.85,0.00
BAL,OAK,5,1.90,2.93
BAL,OAK,5,1.67,2.37
BAL,OAK,5,4.73,0.00
BUF,CIN,5,1.19,0.00
BUF,CIN,5,1.76,0.00
BUF,CIN,5,1.43,2.80
BUF,CIN,5,1.90,0.00
BUF,CIN,5,4.36,7.00
BUF,CIN,5,1.34,0.00
BUF,CIN,5,1.90,0.00
BUF,CIN,5,3.74,0.00
BUF,CIN,5,2.09,2.62
BUF,CIN,5,1.90,0.00
BUF,CIN,5,4.88,2.85
BUF,CIN,5,1.90,0.08
CAR,DET,5,1.71,0.00
CAR,DET,5,2.42,2.93
CAR,DET,5,1.90,7.00
CAR,DET,5,1.95,0.00
CAR,DET,5,2.00,7.00
CAR,DET,5,1.90,7.00
CAR,DET,5,4.36,2.37
CAR,DET,5,2.23,0.00
CAR,DET,5,3.32,1.64
CAR,DET,5,1.62,0.00
CAR,DET,5,1.38,0.00
CAR,DET,5,1.81,0.00
CHI,MIN,5,1.90,0.00
CHI,MIN,5,3.27,0.00
CHI,MIN,5,2.42,0.00
CHI,MIN,5,2.75,0.00
CHI,MIN,5,1.76,0.00
CHI,MIN,5,1.67,1.67
CHI,MIN,5,1.67,0.00
CHI,MIN,5,1.90,7.00
CHI,MIN,5,1.71,7.00
CHI,MIN,5,1.43,0.00
CHI,MIN,5,1.19,1.19
CHI,MIN,5,2.04,0.00
CIN,BUF,5,1.67,0.00
CIN,BUF,5,1.81,7.00
CIN,BUF,5,1.38,0.00
CIN,BUF,5,1.90,2.82
CIN,BUF,5,1.67,1.67
CIN,BUF,5,2.14,0.00
CIN,BUF,5,1.67,0.00
CIN,BUF,5,2.04,1.49
CIN,BUF,5,1.29,3.60
CIN,BUF,5,1.90,7.00
CIN,BUF,5,1.43,0.00
CIN,BUF,5,2.14,2.84
CIN,BUF,5,4.07,0.00
CLE,NYJ,5,2.23,0.00
CLE,NYJ,5,2.75,4.42
CLE,NYJ,5,1.71,1.87
CLE,NYJ,5,3.13,4.37
CLE,NYJ,5,2.85,2.58
CLE,NYJ,5,1.90,7.00
CLE,NYJ,5,1.67,1.13
CLE,NYJ,5,1.90,0.00
CLE,NYJ,5,1.90,0.00
CLE,NYJ,5,1.38,7.00
DAL,GB,5,1.90,7.00
DAL,GB,5,1.90,7.00
DAL,GB,5,2.75,7.00
DAL,GB,5,1.90,0.00
DAL,GB,5,2.14,0.00
DAL,GB,5,1.90,2.42
DAL,GB,5,1.29,0.96
DAL,GB,5,1.71,7.00
DAL,GB,5,1.90,1.26
DET,CAR,5,1.90,2.82
DET,CAR,5,1.95,0.00
DET,CAR,5,1.76,7.00
DET,CAR,5,1.90,0.00
DET,CAR,5,2.47,0.00
DET,CAR,5,1.90,0.00
DET,CAR,5,2.14,2.14
DET,CAR,5,1.90,0.00
DET,CAR,5,1.67,0.00
DET,CAR,5,2.85,0.00
DET,CAR,5,2.19,7.00
DET,CAR,5,2.94,7.00
GB,DAL,5,1.90,7.00
GB,DAL,5,1.90,0.00
GB,DAL,5,1.90,7.00
GB,DAL,5,1.90,2.92
GB,DAL,5,1.29,7.00
GB,DAL,5,1.62,0.00
GB,DAL,5,1.90,7.00
HOU,KC,5,1.90,0.00
HOU,KC,5,1.90,0.00
HOU,KC,5,1.90,1.89
HOU,KC,5,1.90,7.00
HOU,KC,5,1.90,0.00
HOU,KC,5,1.71,0.00
HOU,KC,5,1.76,7.00
HOU,KC,5,2.14,7.00
HOU,KC,5,1.90,0.00
HOU,KC,5,1.67,0.00
HOU,KC,5,3.70,7.00
HOU,KC,5,1.90,7.00
IND,SF,5,1.90,1.87
IND,SF,5,1.90,0.00
IND,SF,5,1.95,0.00
IND,SF,5,2.75,0.00
IND,SF,5,1.81,2.91
IND,SF,5,1.90,0.00
IND,SF,5,3.08,2.62
IND,SF,5,2.61,7.00
IND,SF,5,1.90,7.00
IND,SF,5,1.90,0.00
IND,SF,5,1.90,0.00
IND,SF,5,1.90,5.18
IND,SF,5,1.57,0.00
JAC,PIT,5,1.90,0.00
JAC,PIT,5,1.90,0.00
JAC,PIT,5,3.22,7.00
JAC,PIT,5,1.10,0.00
JAC,PIT,5,3.18,2.85
JAC,PIT,5,1.90,0.00
JAC,PIT,5,0.91,2.20
JAC,PIT,5,2.80,0.00
JAC,PIT,5,0.82,7.00
KC,HOU,5,1.62,2.71
KC,HOU,5,1.24,2.46
KC,HOU,5,2.52,7.00
KC,HOU,5,4.21,2.51
KC,HOU,5,1.90,7.00
KC,HOU,5,1.48,0.00
KC,HOU,5,1.90,2.71
KC,HOU,5,2.14,7.00
KC,HOU,5,1.15,0.00
KC,HOU,5,3.79,2.14
LA,SEA,5,2.52,4.52
LA,SEA,5,1.05,0.00
LA,SEA,5,1.71,7.00
LA,SEA,5,4.55,2.71
LA,SEA,5,2.61,0.00
LA,SEA,5,2.23,2.68
LA,SEA,5,1.57,2.39
LA,SEA,5,2.09,0.00
LA,SEA,5,1.81,2.48
LA,SEA,5,1.05,2.75
LA,SEA,5,1.90,0.00
MIA,TEN,5,1.05,0.00
MIA,TEN,5,0.86,0.00
MIA,TEN,5,3.46,2.51
MIA,TEN,5,1.34,1.64
MIA,TEN,5,1.81,0.00
MIA,TEN,5,3.55,3.55
MIA,TEN,5,1.71,0.00
MIA,TEN,5,1.38,0.00
MIA,TEN,5,1.67,0.00
MIA,TEN,5,1.90,0.00
MIA,TEN,5,2.66,0.00
MIA,TEN,5,2.70,7.00
MIA,TEN,5,2.09,0.00
