Offense,Defense,Week,Start xPts,End xPts
NYG,DET,15,2.99,0.00
NYG,DET,15,2.09,7.00
NYG,DET,15,2.19,0.00
NYG,DET,15,1.67,0.00
NYJ,MIA,15,1.90,7.00
NYJ,MIA,15,2.89,3.84
NYJ,MIA,15,1.90,0.00
NYJ,MIA,15,1.90,3.52
NYJ,MIA,15,2.23,0.00
NYJ,MIA,15,1.76,2.14
NYJ,MIA,15,2.14,0.00
NYJ,MIA,15,1.62,1.62
NYJ,MIA,15,1.67,0.00
NYJ,MIA,15,1.90,0.00
NYJ,MIA,15,2.75,0.00
NYJ,MIA,15,2.85,2.68
NYJ,MIA,15,3.18,2.98
OAK,SD,15,2.09,2.31
OAK,SD,15,3.18,4.78
OAK,SD,15,2.47,3.63
OAK,SD,15,3.18,0.00
OAK,SD,15,1.90,7.00
OAK,SD,15,2.61,2.76
OAK,SD,15,1.90,0.00
OAK,SD,15,0.86,0.00
OAK,SD,15,4.83,2.93
OAK,SD,15,1.67,2.37
OAK,SD,15,4.83,0.00
PHI,BAL,15,1.90,0.82
PHI,BAL,15,2.47,0.00
PHI,BAL,15,3.41,2.31
PHI,BAL,15,2.23,0.00
PHI,BAL,15,5.18,7.00
PHI,BAL,15,1.90,2.74
PHI,BAL,15,1.90,0.00
PHI,BAL,15,1.67,0.00
PHI,BAL,15,1.29,2.86
PHI,BAL,15,1.90,0.00
PHI,BAL,15,2.61,2.84
PHI,BAL,15,2.66,7.00
PIT,CIN,15,2.85,2.31
PIT,CIN,15,1.90,0.00
PIT,CIN,15,1.62,2.07
PIT,CIN,15,1.43,2.07
PIT,CIN,15,1.90,2.55
PIT,CIN,15,2.14,2.07
PIT,CIN,15,3.84,2.82
PIT,CIN,15,2.19,7.00
PIT,CIN,15,1.48,0.00
SD,OAK,15,1.15,7.00
SD,OAK,15,1.90,0.00
SD,OAK,15,1.15,0.00
SD,OAK,15,1.01,0.00
SD,OAK,15,1.67,2.71
SD,OAK,15,1.95,0.00
SD,OAK,15,1.81,7.00
SD,OAK,15,1.67,0.00
SD,OAK,15,0.96,1.48
SD,OAK,15,1.90,0.00
SD,OAK,15,1.38,-1.08
SEA,LA,15,2.47,0.00
SEA,LA,15,1.05,7.00
SEA,LA,15,4.03,2.14
SEA,LA,15,2.04,0.00
SEA,LA,15,1.95,0.00
SEA,LA,15,1.57,0.00
SEA,LA,15,2.52,7.00
SEA,LA,15,2.28,7.00
SEA,LA,15,1.57,2.49
SEA,LA,15,3.70,0.00
SF,ATL,15,1.81,0.00
SF,ATL,15,2.85,2.62
SF,ATL,15,1.34,0.00
SF,ATL,15,1.90,7.00
SF,ATL,15,0.77,0.00
SF,ATL,15,1.90,7.00
SF,ATL,15,1.05,0.00
SF,ATL,15,1.90,0.00
SF,ATL,15,1.85,0.00
SF,ATL,15,1.34,0.00
SF,ATL,15,1.76,0.00
TB,DAL,15,2.89,2.89
TB,DAL,15,1.90,1.90
TB,DAL,15,1.76,0.00
TB,DAL,15,1.90,2.74
TB,DAL,15,2.75,3.37
TB,DAL,15,1.90,7.00
TB,DAL,15,1.62,7.00
TB,DAL,15,1.90,0.19
TB,DAL,15,1.43,0.00
TB,DAL,15,3.32,0.00
TB,DAL,15,1.90,0.00
TB,DAL,15,1.24,-0.39
TEN,KC,15,2.04,0.00
TEN,KC,15,1.95,2.55
TEN,KC,15,1.90,0.00
TEN,KC,15,1.34,7.00
TEN,KC,15,2.23,1.36
TEN,KC,15,0.77,0.00
TEN,KC,15,2.19,0.00
TEN,KC,15,1.67,2.37
TEN,KC,15,1.67,0.00
TEN,KC,15,2.04,2.58
TEN,KC,15,1.29,7.00
TEN,KC,15,1.90,1.79
WAS,CAR,15,1.90,0.00
WAS,CAR,15,2.47,2.42
WAS,CAR,15,1.90,2.52
WAS,CAR,15,1.90,0.00
WAS,CAR,15,1.24,7.00
WAS,CAR,15,1.81,0.00
WAS,CAR,15,1.43,0.00
WAS,CAR,15,1.38,1.38
WAS,CAR,15,1.67,0.00
WAS,CAR,15,1.76,0.00
WAS,CAR,15,1.90,2.88
WAS,CAR,15,1.05,0.00
WAS,CAR,15,2.04,2.74
WAS,CAR,15,1.90,2.04
ARI,SEA,16,1.52,0.00
ARI,SEA,16,4.36,7.00
ARI,SEA,16,1.48,0.00
ARI,SEA,16,2.37,0.00
ARI,SEA,16,2.42,0.00
ARI,SEA,16,1.15,7.00
ARI,SEA,16,1.10,0.77
ARI,SEA,16,1.90,0.00
ARI,SEA,16,1.90,1.79
ARI,SEA,16,2.56,7.00
ARI,SEA,16,1.90,7.00
ARI,SEA,16,4.03,2.46
ARI,SEA,16,1.38,0.00
ARI,SEA,16,1.90,2.42
ATL,CAR,16,1.90,7.00
ATL,CAR,16,3.37,2.01
ATL,CAR,16,1.95,2.14
ATL,CAR,16,1.24,0.00
ATL,CAR,16,1.90,7.00
ATL,CAR,16,1.19,0.00
ATL,CAR,16,4.45,2.82
ATL,CAR,16,1.90,2.84
ATL,CAR,16,1.90,7.00
ATL,CAR,16,1.67,0.00
ATL,CAR,16,3.79,2.01
BAL,PIT,16,2.61,0.00
BAL,PIT,16,1.62,2.51
BAL,PIT,16,2.00,0.00
BAL,PIT,16,1.43,0.00
BAL,PIT,16,2.04,2.65
BAL,PIT,16,4.50,7.00
BAL,PIT,16,1.90,2.26
BAL,PIT,16,4.92,2.92
BAL,PIT,16,2.61,0.00
BAL,PIT,16,1.90,7.00
BAL,PIT,16,1.90,2.66
BUF,MIA,16,1.90,0.00
BUF,MIA,16,2.61,0.00
BUF,MIA,16,1.90,2.26
BUF,MIA,16,1.81,0.00
BUF,MIA,16,1.71,7.00
BUF,MIA,16,1.48,0.00
BUF,MIA,16,1.67,0.00
BUF,MIA,16,1.81,7.00
BUF,MIA,16,1.76,7.00
BUF,MIA,16,2.42,2.85
BUF,MIA,16,1.24,7.00
BUF,MIA,16,1.90,0.00
BUF,MIA,16,1.90,2.31
BUF,MIA,16,0.91,0.00
CAR,ATL,16,2.56,3.08
CAR,ATL,16,1.90,0.00
CAR,ATL,16,1.90,0.00
CAR,ATL,16,3.37,2.80
CAR,ATL,16,1.90,0.00
CAR,ATL,16,3.08,3.08
CAR,ATL,16,1.67,0.00
CAR,ATL,16,1.90,2.55
CAR,ATL,16,2.80,7.00
CAR,ATL,16,1.90,2.80
CAR,ATL,16,1.34,0.00
CAR,ATL,16,1.90,0.00
CHI,WAS,16,1.24,0.00
CHI,WAS,16,1.43,2.92
CHI,WAS,16,1.90,3.13
CHI,WAS,16,1.90,7.00
CHI,WAS,16,1.90,7.00
CHI,WAS,16,1.90,1.80
CHI,WAS,16,2.04,2.04
CHI,WAS,16,1.57,2.86
CHI,WAS,16,2.28,4.31
CHI,WAS,16,1.43,7.00
CHI,WAS,16,1.90,0.00
CIN,HOU,16,2.66,0.00
CIN,HOU,16,1.48,0.00
CIN,HOU,16,2.75,0.00
CIN,HOU,16,2.04,0.00
CIN,HOU,16,2.04,0.00
CIN,HOU,16,1.81,0.00
CIN,HOU,16,1.10,2.42
CIN,HOU,16,2.14,0.00
CIN,HOU,16,1.67,2.37
CIN,HOU,16,1.15,7.00
CIN,HOU,16,2.09,0.00
CIN,HOU,16,1.43,2.42
CLE,SD,16,2.04,7.00
CLE,SD,16,1.90,7.00
CLE,SD,16,2.14,2.07
CLE,SD,16,1.85,0.00
CLE,SD,16,2.19,0.00
CLE,SD,16,2.33,2.86
CLE,SD,16,1.90,0.00
CLE,SD,16,1.71,0.00
CLE,SD,16,2.23,0.00
CLE,SD,16,1.24,0.00
CLE,SD,16,1.76,0.00
DAL,DET,16,2.33,7.00
DAL,DET,16,1.90,7.00
DAL,DET,16,2.09,0.00
DAL,DET,16,1.85,0.00
DAL,DET,16,3.03,7.00
DAL,DET,16,2.09,0.00
DAL,DET,16,3.65,7.00
DAL,DET,16,0.96,7.00
DAL,DET,16,2.47,7.00
DAL,DET,16,0.86,0.00
DAL,DET,16,0.96,0.00
DEN,KC,16,1.76,0.00
DEN,KC,16,1.90,0.00
DEN,KC,16,2.80,0.00
DEN,KC,16,5.39,7.00
DEN,KC,16,1.90,0.00
DEN,KC,16,2.09,1.87
DEN,KC,16,1.52,0.00
DEN,KC,16,2.28,0.00
DEN,KC,16,1.10,0.00
DEN,KC,16,1.38,0.00
DEN,KC,16,1.90,2.33
DEN,KC,16,2.70,4.21
DET,DAL,16,1.90,7.00
DET,DAL,16,2.70,7.00
DET,DAL,16,2.94,7.00
DET,DAL,16,1.19,0.00
DET,DAL,16,1.90,0.00
DET,DAL,16,1.90,-0.30
DET,DAL,16,1.90,0.00
DET,DAL,16,1.90,2.20
DET,DAL,16,1.67,0.00
DET,DAL,16,4.03,5.60
DET,DAL,16,2.61,0.00
GB,MIN,16,2.09,0.00
GB,MIN,16,2.56,7.00
GB,MIN,16,1.95,7.00
GB,MIN,16,1.90,0.00
GB,MIN,16,3.46,7.00
GB,MIN,16,1.01,0.00
GB,MIN,16,2.89,7.00
GB,MIN,16,2.85,0.00
GB,MIN,16,2.33,0.00
GB,MIN,16,3.37,2.14
GB,MIN,16,2.94,7.00
GB,MIN,16,1.95,0.00
HOU,CIN,16,1.81,0.00
HOU,CIN,16,1.76,0.00
HOU,CIN,16,1.34,0.00
HOU,CIN,16,1.57,0.00
HOU,CIN,16,1.52,0.00
HOU,CIN,16,2.09,0.00
HOU,CIN,16,1.90,2.89
HOU,CIN,16,1.85,2.91
HOU,CIN,16,3.55,0.00
HOU,CIN,16,1.90,7.00
HOU,CIN,16,1.71,0.00
IND,OAK,16,1.95,0.00
IND,OAK,16,1.67,0.00
IND,OAK,16,2.14,2.75
IND,OAK,16,1.90,7.00
IND,OAK,16,1.90,3.43
IND,OAK,16,1.76,0.00
IND,OAK,16,1.81,1.48
IND,OAK,16,1.90,7.00
IND,OAK,16,0.91,0.00
IND,OAK,16,2.23,7.00
IND,OAK,16,2.37,2.42
JAC,TEN,16,1.90,7.00
JAC,TEN,16,1.95,2.84
JAC,TEN,16,1.43,0.00
JAC,TEN,16,1.90,7.00
JAC,TEN,16,1.76,2.14
JAC,TEN,16,1.52,1.52
JAC,TEN,16,1.90,1.57
JAC,TEN,16,1.81,2.01
JAC,TEN,16,1.24,0.00
JAC,TEN,16,1.90,7.00
JAC,TEN,16,2.52,0.00
JAC,TEN,16,1.43,0.00
KC,DEN,16,1.81,7.00
KC,DEN,16,1.62,7.00
KC,DEN,16,1.67,0.48
KC,DEN,16,1.48,7.00
KC,DEN,16,1.67,2.58
KC,DEN,16,1.90,0.00
KC,DEN,16,1.95,0.00
KC,DEN,16,2.09,0.00
KC,DEN,16,1.90,0.00
KC,DEN,16,1.62,0.00
KC,DEN,16,2.52,2.86
KC,DEN,16,3.74,2.58
KC,DEN,16,3.41,7.00
LA,SF,16,1.34,2.75
LA,SF,16,2.99,7.00
LA,SF,16,4.03,7.00
LA,SF,16,1.57,0.00
LA,SF,16,2.33,0.00
LA,SF,16,1.67,0.00
LA,SF,16,2.99,0.00
LA,SF,16,1.29,0.00
LA,SF,16,2.28,0.00
LA,SF,16,2.66,0.00
LA,SF,16,1.62,0.00
LA,SF,16,4.26,7.00
LA,SF,16,2.14,0.00
LA,SF,16,2.70,2.06
MIA,BUF,16,2.14,0.00
MIA,BUF,16,2.04,7.00
MIA,BUF,16,2.42,7.00
MIA,BUF,16,2.56,0.00
MIA,BUF,16,1.90,0.00
MIA,BUF,16,3.74,3.62
MIA,BUF,16,2.14,7.00
MIA,BUF,16,1.90,7.00
MIA,BUF,16,1.90,2.26
MIA,BUF,16,2.89,0.00
MIA,BUF,16,2.56,1.64
MIA,BUF,16,2.37,0.00
MIA,BUF,16,1.43,0.00
MIN,GB,16,1.67,0.00
MIN,GB,16,2.19,2.92
MIN,GB,16,1.90,2.88
MIN,GB,16,1.85,2.28
MIN,GB,16,1.90,7.00
MIN,GB,16,2.56,3.39
MIN,GB,16,2.09,0.00
MIN,GB,16,1.90,0.00
MIN,GB,16,1.34,0.00
MIN,GB,16,1.38,0.00
MIN,GB,16,1.90,0.00
MIN,GB,16,1.90,7.00
MIN,GB,16,3.84,7.00
MIN,GB,16,2.94,0.00
NE,NYJ,16,2.94,2.84
NE,NYJ,16,3.22,7.00
NE,NYJ,16,1.34,0.00
NE,NYJ,16,4.12,2.92
NE,NYJ,16,1.85,0.00
NE,NYJ,16,2.89,7.00
NE,NYJ,16,1.34,7.00
NE,NYJ,16,1.90,0.00
NE,NYJ,16,2.47,7.00
NE,NYJ,16,4.40,7.00
NE,NYJ,16,1.90,0.00
NE,NYJ,16,2.28,0.00
NO,TB,16,1.90,0.00
NO,TB,16,1.15,7.00
NO,TB,16,0.91,0.00
NO,TB,16,1.90,2.46
NO,TB,16,2.00,2.74
NO,TB,16,4.78,7.00
NO,TB,16,1.90,7.00
NO,TB,16,1.90,2.93
NO,TB,16,1.57,0.00
NO,TB,16,3.32,0.00
NYG,PHI,16,1.71,0.00
NYG,PHI,16,1.76,1.00
NYG,PHI,16,1.90,0.00
NYG,PHI,16,0.86,2.71
NYG,PHI,16,2.52,0.00
NYG,PHI,16,2.80,2.71
NYG,PHI,16,1.48,7.00
NYG,PHI,16,2.28,2.84
NYG,PHI,16,0.82,1.47
NYG,PHI,16,1.90,2.51
NYG,PHI,16,2.00,0.00
NYG,PHI,16,1.43,2.55
NYJ,NE,16,1.71,0.00
NYJ,NE,16,1.71,0.32
NYJ,NE,16,1.90,0.00
NYJ,NE,16,2.33,2.33
NYJ,NE,16,1.71,2.74
NYJ,NE,16,1.81,1.81
NYJ,NE,16,1.90,0.00
NYJ,NE,16,1.90,0.00
NYJ,NE,16,1.57,0.00
NYJ,NE,16,1.38,2.94
NYJ,NE,16,1.90,2.84
NYJ,NE,16,1.81,0.00
OAK,IND,16,1.85,0.00
OAK,IND,16,2.14,0.00
OAK,IND,16,2.89,7.00
OAK,IND,16,1.71,7.00
OAK,IND,16,1.67,7.00
OAK,IND,16,1.81,7.00
OAK,IND,16,3.65,7.00
OAK,IND,16,1.90,0.00
OAK,IND,16,3.37,0.00
OAK,IND,16,1.90,0.00
OAK,IND,16,1.90,0.00
PHI,NYG,16,1.76,7.00
PHI,NYG,16,2.37,0.00
PHI,NYG,16,1.76,0.68
PHI,NYG,16,0.82,0.00
PHI,NYG,16,1.90,7.00
PHI,NYG,16,1.90,0.00
PHI,NYG,16,1.67,0.00
PHI,NYG,16,1.90,0.00
PHI,NYG,16,2.80,2.51
PHI,NYG,16,1.90,0.00
PHI,NYG,16,2.47,0.00
PHI,NYG,16,1.24,0.00
PIT,BAL,16,1.34,7.00
PIT,BAL,16,1.90,0.00
PIT,BAL,16,2.14,0.00
PIT,BAL,16,1.52,0.00
PIT,BAL,16,1.85,0.00
PIT,BAL,16,1.90,1.90
PIT,BAL,16,1.52,2.68
PIT,BAL,16,1.90,1.68
PIT,BAL,16,1.90,7.00
PIT,BAL,16,1.19,7.00
PIT,BAL,16,1.90,7.00
SD,CLE,16,1.90,7.00
SD,CLE,16,1.90,2.42
SD,CLE,16,1.90,3.32
SD,CLE,16,1.90,0.00
SD,CLE,16,1.24,0.00
SD,CLE,16,1.90,7.00
SD,CLE,16,1.90,0.00
SD,CLE,16,1.62,0.00
SD,CLE,16,1.57,0.00
SD,CLE,16,3.88,2.78
SD,CLE,16,1.76,2.31
SEA,ARI,16,2.47,-0.20
SEA,ARI,16,1.81,0.00
SEA,ARI,16,2.33,2.31
SEA,ARI,16,1.85,0.00
SEA,ARI,16,1.52,0.00
SEA,ARI,16,1.90,0.00
SEA,ARI,16,5.08,2.86
SEA,ARI,16,2.33,7.00
SEA,ARI,16,2.75,0.00
SEA,ARI,16,1.90,7.00
SEA,ARI,16,1.71,0.00
SEA,ARI,16,1.90,7.00
SEA,ARI,16,3.32,7.00
SF,LA,16,1.71,0.00
SF,LA,16,4.64,7.00
SF,LA,16,1.90,2.37
SF,LA,16,1.71,0.00
SF,LA,16,1.38,0.00
SF,LA,16,1.34,0.00
SF,LA,16,1.29,0.00
SF,LA,16,1.43,0.00
SF,LA,16,1.52,0.00
SF,LA,16,1.90,0.00
SF,LA,16,2.33,2.33
SF,LA,16,1.90,7.00
SF,LA,16,2.00,7.00
SF,LA,16,2.70,0.00
TB,NO,16,1.24,0.00
TB,NO,16,1.38,0.00
TB,NO,16,3.60,7.00
TB,NO,16,1.90,0.00
TB,NO,16,0.91,0.16
TB,NO,16,1.90,7.00
TB,NO,16,1.90,7.00
TB,NO,16,1.90,2.60
TB,NO,16,2.75,2.71
TEN,JAC,16,1.90,0.00
TEN,JAC,16,1.90,0.00
TEN,JAC,16,2.19,7.00
TEN,JAC,16,1.90,0.00
TEN,JAC,16,1.90,0.00
TEN,JAC,16,1.90,0.00
TEN,JAC,16,4.21,2.46
TEN,JAC,16,1.90,0.00
TEN,JAC,16,1.90,0.00
TEN,JAC,16,3.08,7.00
TEN,JAC,16,1.90,1.90
TEN,JAC,16,1.90,0.00
TEN,JAC,16,1.48,0.00
WAS,CHI,16,1.90,0.00
WAS,CHI,16,2.37,7.00
WAS,CHI,16,1.67,7.00
WAS,CHI,16,0.77,2.84
WAS,CHI,16,1.15,7.00
WAS,CHI,16,1.90,0.00
WAS,CHI,16,2.85,7.00
WAS,CHI,16,4.12,0.00
WAS,CHI,16,5.08,2.94
WAS,CHI,16,2.37,0.00
WAS,CHI,16,2.28,7.00
ARI,LA,17,1.90,2.78
ARI,LA,17,2.00,0.00
ARI,LA,17,1.52,0.00
ARI,LA,17,2.00,1.06
ARI,LA,17,3.79,2.74
ARI,LA,17,2.37,7.00
ARI,LA,17,1.90,0.00
ARI,LA,17,1.90,2.20
ARI,LA,17,3.70,7.00
ARI,LA,17,2.75,7.00
ARI,LA,17,1.67,0.00
ARI,LA,17,4.55,7.00
ARI,LA,17,3.08,1.97
ATL,NO,17,2.23,7.00
ATL,NO,17,1.90,7.00
ATL,NO,17,1.90,7.00
ATL,NO,17,1.85,7.00
ATL,NO,17,1.90,7.00
ATL,NO,17,1.90,0.00
ATL,NO,17,0.77,2.92
ATL,NO,17,2.61,0.00
ATL,NO,17,1.01,0.00
ATL,NO,17,1.67,0.00
ATL,NO,17,3.27,0.00
BAL,CIN,17,1.90,0.00
BAL,CIN,17,1.90,2.82
BAL,CIN,17,1.71,0.00
BAL,CIN,17,1.90,5.81
BAL,CIN,17,1.15,0.00
BAL,CIN,17,2.33,0.00
BAL,CIN,17,2.61,0.00
BAL,CIN,17,2.14,7.00
BAL,CIN,17,1.67,0.00
BAL,CIN,17,1.90,2.47
BUF,NYJ,17,1.90,0.00
BUF,NYJ,17,1.10,0.00
BUF,NYJ,17,1.38,0.00
BUF,NYJ,17,1.85,0.00
BUF,NYJ,17,2.14,2.74
BUF,NYJ,17,1.67,0.00
BUF,NYJ,17,1.24,0.60
BUF,NYJ,17,1.90,2.61
BUF,NYJ,17,3.03,0.00
BUF,NYJ,17,2.00,0.00
BUF,NYJ,17,2.47,1.81
BUF,NYJ,17,2.09,7.00
CAR,TB,17,1.90,7.00
CAR,TB,17,1.10,0.00
CAR,TB,17,4.69,2.31
CAR,TB,17,2.04,0.00
CAR,TB,17,1.57,0.26
CAR,TB,17,2.42,1.42
CAR,TB,17,1.90,1.57
CAR,TB,17,2.70,0.00
CAR,TB,17,1.38,1.72
CAR,TB,17,1.38,0.00
CAR,TB,17,1.19,2.75
CAR,TB,17,3.03,2.68
CAR,TB,17,1.95,7.00
CHI,MIN,17,1.90,4.27
CHI,MIN,17,1.90,1.68
CHI,MIN,17,1.90,0.00
CHI,MIN,17,1.43,7.00
CHI,MIN,17,3.46,2.84
CHI,MIN,17,1.90,3.18
CHI,MIN,17,1.67,0.00
CHI,MIN,17,1.57,1.58
CHI,MIN,17,1.62,0.00
CHI,MIN,17,2.33,0.00
CIN,BAL,17,2.66,7.00
CIN,BAL,17,2.61,7.00
CIN,BAL,17,1.57,2.91
CIN,BAL,17,1.67,2.90
CIN,BAL,17,1.90,0.00
CIN,BAL,17,1.34,0.00
CIN,BAL,17,1.10,0.00
CIN,BAL,17,2.09,0.00
CIN,BAL,17,1.48,0.00
CIN,BAL,17,4.26,7.00
CIN,BAL,17,1.95,0.00
CLE,PIT,17,1.90,0.00
CLE,PIT,17,2.85,7.00
CLE,PIT,17,1.67,0.00
CLE,PIT,17,2.28,7.00
CLE,PIT,17,2.23,4.64
CLE,PIT,17,3.22,3.22
CLE,PIT,17,1.90,0.00
CLE,PIT,17,1.57,0.00
CLE,PIT,17,1.43,0.00
CLE,PIT,17,1.90,2.07
CLE,PIT,17,2.23,7.00
CLE,PIT,17,3.08,5.50
CLE,PIT,17,1.62,2.74
DAL,PHI,17,1.90,0.00
DAL,PHI,17,1.90,2.07
DAL,PHI,17,1.62,7.00
DAL,PHI,17,2.52,2.34
DAL,PHI,17,2.37,0.00
DAL,PHI,17,3.03,3.03
DAL,PHI,17,2.52,0.00
DAL,PHI,17,2.09,2.91
DAL,PHI,17,1.90,0.00
DAL,PHI,17,2.56,0.00
DAL,PHI,17,1.71,0.00
DAL,PHI,17,1.90,0.00
DEN,OAK,17,1.48,7.00
DEN,OAK,17,1.24,0.00
DEN,OAK,17,1.24,2.92
DEN,OAK,17,1.48,0.00
DEN,OAK,17,2.70,7.00
DEN,OAK,17,1.24,0.00
DEN,OAK,17,2.42,7.00
DEN,OAK,17,1.48,0.00
DEN,OAK,17,1.29,1.29
DEN,OAK,17,1.67,0.00
DEN,OAK,17,3.65,2.14
DEN,OAK,17,1.67,0.00
DEN,OAK,17,3.41,0.00
DEN,OAK,17,3.37,0.00
DET,GB,17,1.90,0.00
DET,GB,17,1.34,0.00
DET,GB,17,1.24,2.62
DET,GB,17,1.67,7.00
DET,GB,17,2.19,7.00
DET,GB,17,2.09,0.00
DET,GB,17,0.96,0.00
DET,GB,17,2.19,1.72
DET,GB,17,1.90,3.79
DET,GB,17,3.79,7.00
GB,DET,17,1.90,0.00
GB,DET,17,2.00,0.00
GB,DET,17,2.09,7.00
GB,DET,17,1.90,0.00
GB,DET,17,1.90,1.79
GB,DET,17,1.90,7.00
GB,DET,17,1.43,0.00
GB,DET,17,1.62,7.00
GB,DET,17,1.90,7.00
GB,DET,17,1.67,0.00
GB,DET,17,3.27,0.00
HOU,TEN,17,1.38,0.20
HOU,TEN,17,1.34,0.00
HOU,TEN,17,1.38,0.00
HOU,TEN,17,1.62,0.00
HOU,TEN,17,2.61,2.31
HOU,TEN,17,1.19,0.00
HOU,TEN,17,1.90,0.00
HOU,TEN,17,1.62,7.00
HOU,TEN,17,1.90,2.88
HOU,TEN,17,1.90,7.00
HOU,TEN,17,1.57,0.00
IND,JAC,17,1.90,0.00
IND,JAC,17,1.90,0.00
IND,JAC,17,1.90,0.00
IND,JAC,17,1.48,0.00
IND,JAC,17,1.67,3.98
IND,JAC,17,4.40,2.14
IND,JAC,17,1.90,2.31
IND,JAC,17,1.67,0.00
IND,JAC,17,1.52,7.00
IND,JAC,17,1.24,7.00
IND,JAC,17,2.33,3.37
IND,JAC,17,2.80,0.00
IND,JAC,17,1.90,7.00
JAC,IND,17,1.38,2.20
JAC,IND,17,1.90,7.00
JAC,IND,17,1.10,0.00
JAC,IND,17,2.00,0.00
JAC,IND,17,1.57,1.02
JAC,IND,17,2.52,7.00
JAC,IND,17,2.04,2.82
JAC,IND,17,1.90,0.00
JAC,IND,17,1.90,0.00
JAC,IND,17,1.62,3.13
JAC,IND,17,2.23,1.72
JAC,IND,17,4.03,2.51
JAC,IND,17,1.90,0.00
KC,SD,17,2.19,2.74
KC,SD,17,1.90,7.00
KC,SD,17,3.84,7.00
KC,SD,17,1.67,2.89
KC,SD,17,2.33,4.68
KC,SD,17,2.61,7.00
KC,SD,17,3.08,2.65
KC,SD,17,3.27,0.00
LA,ARI,17,1.90,0.00
LA,ARI,17,1.90,0.00
LA,ARI,17,1.95,0.00
LA,ARI,17,4.07,4.07
LA,ARI,17,1.15,0.00
LA,ARI,17,1.90,2.65
LA,ARI,17,4.55,2.68
LA,ARI,17,1.85,0.00
LA,ARI,17,1.57,0.00
LA,ARI,17,1.62,0.00
LA,ARI,17,1.76,-0.26
LA,ARI,17,1.90,3.55
LA,ARI,17,1.90,0.00
LA,ARI,17,1.38,0.00
MIA,NE,17,1.90,0.00
MIA,NE,17,1.90,1.47
MIA,NE,17,1.90,0.00
MIA,NE,17,1.90,7.00
MIA,NE,17,1.90,7.00
MIA,NE,17,1.76,0.00
MIA,NE,17,2.66,0.00
MIA,NE,17,2.23,4.43
MIA,NE,17,2.28,0.00
MIA,NE,17,3.37,0.00
MIN,CHI,17,2.14,7.00
MIN,CHI,17,0.91,2.93
MIN,CHI,17,3.79,7.00
MIN,CHI,17,3.46,0.00
MIN,CHI,17,1.90,0.00
MIN,CHI,17,4.45,7.00
MIN,CHI,17,1.24,3.16
MIN,CHI,17,3.55,7.00
MIN,CHI,17,1.95,0.00
MIN,CHI,17,1.38,0.00
NE,MIA,17,1.90,7.00
NE,MIA,17,3.32,7.00
NE,MIA,17,2.80,2.55
NE,MIA,17,1.19,2.88
NE,MIA,17,2.75,1.87
NE,MIA,17,1.67,7.00
NE,MIA,17,1.15,0.00
NE,MIA,17,1.48,0.00
NE,MIA,17,4.59,7.00
NE,MIA,17,1.01,0.00
NO,ATL,17,1.90,0.00
NO,ATL,17,1.90,2.94
NO,ATL,17,1.90,7.00
NO,ATL,17,1.90,0.00
NO,ATL,17,1.90,2.55
NO,ATL,17,1.90,0.00
NO,ATL,17,1.85,0.00
NO,ATL,17,1.90,0.00
NO,ATL,17,1.24,7.00
NO,ATL,17,2.23,5.08
NO,ATL,17,3.08,7.00
NO,ATL,17,2.75,7.00
NYG,WAS,17,1.76,0.00
NYG,WAS,17,2.61,2.92
NYG,WAS,17,1.95,7.00
NYG,WAS,17,1.15,0.00
NYG,WAS,17,2.23,0.00
NYG,WAS,17,1.90,0.00
NYG,WAS,17,3.13,0.00
NYG,WAS,17,0.96,0.00
NYG,WAS,17,1.90,0.00
NYG,WAS,17,1.90,0.00
NYG,WAS,17,1.67,2.55
NYG,WAS,17,3.22,0.00
NYJ,BUF,17,1.71,0.00
NYJ,BUF,17,2.70,0.00
NYJ,BUF,17,1.90,7.00
NYJ,BUF,17,1.71,0.00
NYJ,BUF,17,1.90,2.82
NYJ,BUF,17,2.04,0.00
NYJ,BUF,17,3.37,0.00
NYJ,BUF,17,4.83,7.00
NYJ,BUF,17,3.93,2.68
NYJ,BUF,17,1.71,0.00
NYJ,BUF,17,2.04,0.00
NYJ,BUF,17,5.71,2.89
NYJ,BUF,17,1.90,0.00
OAK,DEN,17,1.90,0.00
OAK,DEN,17,2.23,0.00
OAK,DEN,17,1.90,0.00
OAK,DEN,17,2.33,0.00
OAK,DEN,17,1.90,0.00
OAK,DEN,17,1.90,3.70
OAK,DEN,17,1.90,0.00
OAK,DEN,17,2.47,7.00
OAK,DEN,17,2.89,0.00
OAK,DEN,17,2.47,2.47
OAK,DEN,17,2.52,0.00
OAK,DEN,17,1.67,3.62
OAK,DEN,17,2.33,0.00
PHI,DAL,17,1.57,2.93
PHI,DAL,17,1.90,0.00
PHI,DAL,17,1.90,0.00
PHI,DAL,17,3.79,0.00
PHI,DAL,17,0.77,0.00
PHI,DAL,17,3.13,7.00
PHI,DAL,17,1.81,0.00
PHI,DAL,17,1.24,7.00
PHI,DAL,17,1.76,2.07
PHI,DAL,17,1.19,2.76
PHI,DAL,17,5.29,7.00
PIT,CLE,17,1.90,0.00
PIT,CLE,17,1.76,0.00
PIT,CLE,17,1.05,0.00
PIT,CLE,17,1.48,0.00
PIT,CLE,17,0.77,0.00
PIT,CLE,17,3.70,7.00
PIT,CLE,17,1.90,0.00
PIT,CLE,17,2.56,0.00
PIT,CLE,17,1.85,1.54
