Offense,Defense,Week,Start xPts,End xPts
PIT,CLE,17,1.67,7.00
PIT,CLE,17,2.56,7.00
PIT,CLE,17,1.24,0.00
PIT,CLE,17,0.86,0.00
PIT,CLE,17,1.90,7.00
SD,KC,17,2.04,2.71
SD,KC,17,1.85,7.00
SD,KC,17,1.90,1.43
SD,KC,17,1.90,4.12
SD,KC,17,1.90,0.00
SD,KC,17,1.90,2.84
SD,KC,17,1.24,7.00
SD,KC,17,0.91,0.00
SEA,SF,17,4.45,2.80
SEA,SF,17,1.90,0.00
SEA,SF,17,2.61,2.78
SEA,SF,17,4.73,7.00
SEA,SF,17,1.15,7.00
SEA,SF,17,2.47,0.00
SEA,SF,17,1.81,0.00
SEA,SF,17,2.66,2.76
SEA,SF,17,1.38,-2.00
SEA,SF,17,2.04,2.85
SEA,SF,17,1.01,0.00
SEA,SF,17,1.62,0.00
SF,SEA,17,1.90,1.26
SF,SEA,17,1.90,7.00
SF,SEA,17,1.71,7.00
SF,SEA,17,1.62,2.63
SF,SEA,17,2.14,0.00
SF,SEA,17,1.71,0.00
SF,SEA,17,1.38,0.00
SF,SEA,17,1.85,0.00
SF,SEA,17,2.37,0.00
SF,SEA,17,2.00,0.00
SF,SEA,17,1.90,0.00
SF,SEA,17,3.79,7.00
TB,CAR,17,1.90,2.76
TB,CAR,17,1.90,0.00
TB,CAR,17,1.81,1.28
TB,CAR,17,2.42,3.32
TB,CAR,17,2.33,0.00
TB,CAR,17,1.76,2.31
TB,CAR,17,1.29,0.00
TB,CAR,17,1.90,0.00
TB,CAR,17,3.08,0.00
TB,CAR,17,3.51,2.14
TB,CAR,17,1.95,7.00
TB,CAR,17,3.55,0.00
TEN,HOU,17,1.76,0.00
TEN,HOU,17,3.27,0.00
TEN,HOU,17,2.66,0.00
TEN,HOU,17,2.66,3.29
TEN,HOU,17,2.37,0.00
TEN,HOU,17,3.74,7.00
TEN,HOU,17,2.85,7.00
TEN,HOU,17,1.95,2.71
TEN,HOU,17,1.24,0.00
TEN,HOU,17,4.21,0.00
WAS,NYG,17,1.90,0.00
WAS,NYG,17,1.38,0.00
WAS,NYG,17,1.90,0.00
WAS,NYG,17,1.90,0.00
WAS,NYG,17,2.04,0.00
WAS,NYG,17,2.00,1.49
WAS,NYG,17,1.48,0.00
WAS,NYG,17,1.67,4.36
WAS,NYG,17,3.22,2.78
WAS,NYG,17,1.85,7.00
WAS,NYG,17,2.19,0.00
WAS,NYG,17,1.90,3.41
WAS,NYG,17,1.01,1.01
