Rishard Matthews,WR,TEN,SEA,9.6,6200,1.8,18.8,8.5
Jermaine Kearse,WR,NYJ,MIA,9,5800,1.7,18.3,8.3
Chris Hogan,WR,NE,HOU,9.7,6400,1,18.9,8.95
Tyrell Williams,WR,LAC,KC,9.8,6500,2.1,19,8.45
Jordy Nelson,WR,GB,CIN,12.1,8400,3.3,21,8.85
Julius Thomas,TE,MIA,@NYJ,6.5,5100,0.3,14.2,6.95
Derek Carr,QB,OAK,@WAS,19.6,8400,9.7,30.9,10.6
DeSean Jackson,WR,TB,@MIN,9.6,6400,1.7,18.8,8.55
Andy Dalton,QB,CIN,@GB,16.1,6800,6.3,28.1,10.9
Jordan Howard,RB,CHI,PIT,9.4,6800,2,18.3,8.15
Jesse James,TE,PIT,@CHI,6.4,5300,0.6,14.2,6.8
Austin Seferian-Jenkins,TE,NYJ,MIA,5.7,4500,0.3,13.7,6.7
Marvin Jones,WR,DET,ATL,8.7,5900,0.9,17.9,8.5
Brandon Coleman,WR,NO,@CAR,8.2,5500,0.8,17.6,8.4
Kendall Wright,WR,CHI,PIT,8.3,5600,1.1,17.7,8.3
T.Y. Hilton,WR,IND,CLE,9.6,6700,2.7,19,8.15
Brandon LaFell,WR,CIN,@GB,7.1,4600,0.5,16.6,8.05
Tyler Lockett,WR,SEA,@TEN,8.5,5800,1.3,18,8.35
Aaron Rodgers,QB,GB,CIN,21.1,9300,9.4,32.3,11.45
DeShone Kizer,QB,CLE,@IND,15.9,6900,6,28.6,11.3
Cameron Brate,TE,TB,@MIN,5.9,5100,0.2,13.9,6.85
Matt Ryan,QB,ATL,@DET,19.3,8500,9.4,30.2,10.4
Sam Bradford,QB,MIN,TB,16.1,7000,7.1,27.9,10.4
Antonio Gates,TE,LAC,KC,5.8,5000,0.1,13.8,6.85
Bilal Powell,RB,NYJ,MIA,8.1,6000,1.5,17.3,7.9
Ryan Grant,WR,WAS,OAK,6.7,4500,0.2,16.3,8.05
Ted Ginn,WR,NO,@CAR,8.3,5800,0.6,17.7,8.55
Derrick Henry,RB,TEN,SEA,8.5,6400,1.5,17.6,8.05
Kenny Stills,WR,MIA,@NYJ,7.4,5100,0.1,16.8,8.35
Donte Moncrief,WR,IND,CLE,7.7,5400,0.3,17,8.35
Kenny Golladay,WR,DET,ATL,8.3,5900,0.5,17.6,8.55
Jameis Winston,QB,TB,@MIN,16.7,7400,6.9,28.9,11
Philip Rivers,QB,LAC,KC,16.9,7500,8.2,28.8,10.3
Zay Jones,WR,BUF,DEN,6.5,4500,0,16.1,8.05
David Njoku,TE,CLE,@IND,5.1,4500,0.2,13.3,6.55
Randall Cobb,WR,GB,CIN,8.8,6400,1.5,18.3,8.4
Paul Richardson,WR,SEA,@TEN,7,4900,0.4,16.5,8.05
Robby Anderson,WR,NYJ,MIA,7.3,5200,0.4,16.8,8.2
Seth DeValve,TE,CLE,@IND,5,4500,0.2,13.2,6.5
Green Bay Packers,DEF,GB,CIN,8.5,4800,2.5,14.6,6.05
Marcus Mariota,QB,TEN,SEA,16.7,7500,6.6,28.9,11.15
Alex Smith,QB,KC,@LAC,16.5,7400,6,28.4,11.2
Philadelphia Eagles,DEF,PHI,NYG,7.9,4500,2.3,13.6,5.65
Nelson Agholor,WR,PHI,NYG,7.3,5400,0.4,16.7,8.15
Giovani Bernard,RB,CIN,@GB,7,5500,1.3,16.4,7.55
Chris Conley,WR,KC,@LAC,6.5,4800,0.1,16.1,8
Jalen Richard,RB,OAK,@WAS,6.4,5000,0.4,15.8,7.7
Jay Cutler,QB,MIA,@NYJ,16.3,7400,6.4,28.2,10.9
Ben Roethlisberger,QB,PIT,@CHI,17.5,8000,8.7,29.1,10.2
DeAndre Washington,RB,OAK,@WAS,6.4,5100,0.3,15.8,7.75
Russell Wilson,QB,SEA,@TEN,17,7800,7.2,29.2,11
Miami Dolphins,DEF,MIA,@NYJ,8.6,5100,2.5,14.7,6.1
Jamaal Charles,RB,DEN,@BUF,6.3,5100,0.6,15.8,7.6
Danny Amendola,WR,NE,HOU,8.1,6300,1.7,17.6,7.95
Wendell Smallwood,RB,PHI,NYG,5.9,4800,0.1,15.5,7.7
Seth Roberts,WR,OAK,@WAS,6.4,5000,0,15.8,7.9
Carson Wentz,QB,PHI,NYG,16.6,7700,6.8,28.6,10.9
Jerick McKinnon,RB,MIN,TB,5.8,4800,0.4,15.3,7.45
Bennie Fowler,WR,DEN,@BUF,5.8,4500,0,15.3,7.65
Tom Brady,QB,NE,HOU,20.1,9400,10.1,30.7,10.3
Josh Bellamy,WR,CHI,PIT,5.7,4500,0,15.3,7.65
Trevor Siemian,QB,DEN,@BUF,15.8,7400,6.2,27.6,10.7
Jaelen Strong,WR,HOU,@NE,5.9,4800,0.2,15.6,7.7
Taylor Gabriel,WR,ATL,@DET,6.3,5100,0,15.8,7.9
Pittsburgh Steelers,DEF,PIT,@CHI,8,5000,2.3,13.8,5.75
Denver Broncos,DEF,DEN,@BUF,8.2,5100,2.4,14,5.8
Indianapolis Colts,DEF,IND,CLE,7.2,4500,2.1,12.4,5.15
Braxton Miller,WR,HOU,@NE,5.8,4700,0.2,15.5,7.65
Jordan Matthews,WR,BUF,DEN,7.6,6200,0.7,17.1,8.2
Odell Beckham,WR,NYG,@PHI,10.7,8800,2.5,19.8,8.65
Sterling Shepard,WR,NYG,@PHI,7.4,6100,0.5,16.9,8.2
Josh McCown,QB,NYJ,MIA,13.7,6500,4.3,26.6,11.15
Tennessee Titans,DEF,TEN,SEA,6.7,4300,1.9,11.5,4.8
O.J. Howard,TE,TB,@MIN,4.4,5000,0.1,12.8,6.35
Marlon Mack,RB,IND,CLE,5.3,4800,0,14.9,7.45
Deonte Thompson,WR,CHI,PIT,5.3,4500,0,15,7.5
Mike Tolbert,RB,BUF,DEN,5.2,4700,0,14.9,7.45
Kamar Aiken,WR,IND,CLE,5.6,4800,0.2,15.3,7.55
Albert Wilson,WR,KC,@LAC,5.7,4900,0.3,15.3,7.5
Graham Gano,K,CAR,NO,7.8,4800,2.7,12.9,5.1
Minnesota Vikings,DEF,MIN,TB,7,4600,2,12,5
Kansas City Chiefs,DEF,KC,@LAC,7.2,4700,2.1,12.3,5.1
Taywan Taylor,WR,TEN,SEA,5.2,4500,0.1,14.9,7.4
New York Giants,DEF,NYG,@PHI,6.6,4400,1.9,11.3,4.7
Giorgio Tavecchio,K,OAK,@WAS,7.7,4800,2.8,12.9,5.05
Cleveland Browns,DEF,CLE,@IND,6.6,4400,1.9,11.3,4.7
Wil Lutz,K,NO,@CAR,7.4,4600,2.2,12.3,5.05
Los Angeles Chargers,DEF,LAC,KC,6.3,4200,1.8,10.8,4.5
Deshaun Watson,QB,HOU,@NE,14.4,7000,5.7,27.6,10.95
Stephen Gostkowski,K,NE,HOU,8.4,5200,3.1,13.2,5.05
Virgil Green,TE,DEN,@BUF,3.8,4600,0,12.4,6.2
Paul Perkins,RB,NYG,@PHI,6.3,5900,0.1,15.8,7.85
Kai Forbath,K,MIN,TB,7.3,4600,2.2,12.4,5.1
Tyrod Taylor,QB,BUF,DEN,14.8,7200,5.4,27.7,11.15
Mason Crosby,K,GB,CIN,8,5000,2.8,12.9,5.05
Jake Elliott,K,PHI,NYG,7.3,4600,2.3,12.4,5.05
Ryan Succop,K,TEN,SEA,7.1,4500,2.1,12.3,5.1
Matt Prater,K,DET,ATL,7.5,4700,2.3,12.5,5.1
Tampa Bay Buccaneers,DEF,TB,@MIN,6.8,4600,2,11.7,4.85
Oakland Raiders,DEF,OAK,@WAS,6.5,4400,1.9,11.1,4.6
Zane Gonzalez,K,CLE,@IND,7.1,4500,2,12.1,5.05
Cairo Santos,K,KC,@LAC,7.4,4700,2.4,12.5,5.05
Carolina Panthers,DEF,CAR,NO,6.6,4500,1.9,11.3,4.7
New Orleans Saints,DEF,NO,@CAR,6,4100,1.7,10.2,4.25
New York Jets,DEF,NYJ,MIA,5.8,4000,1.7,9.9,4.1
Dustin Hopkins,K,WAS,OAK,7.2,4600,2.4,12.5,5.05
Cody Parkey,K,MIA,@NYJ,7.5,4800,2.3,12.4,5.05
Matt Bryant,K,ATL,@DET,7.6,4900,2.6,12.7,5.05
Torrey Smith,WR,PHI,NYG,5.8,5300,0,15.4,7.7
Chris Boswell,K,PIT,@CHI,7.4,4800,2.5,12.6,5.05
Russell Shepard,WR,CAR,NO,5.5,5100,0,15.1,7.55
Younghoe Koo,K,LAC,KC,6.9,4500,2,12.1,5.05
Drew Brees,QB,NO,@CAR,17,8400,8,28.6,10.3
Orleans Darkwa,RB,NYG,@PHI,4.8,4900,0,14.6,7.3
Brandon McManus,K,DEN,@BUF,7.3,4800,2.1,12.2,5.05
Nick Folk,K,TB,@MIN,7.1,4700,2,12.1,5.05
Adam Vinatieri,K,IND,CLE,6.9,4600,1.9,12,5.05
Tyler Ervin,RB,HOU,@NE,4.3,4500,0.4,14.1,6.85
Chicago Bears,DEF,CHI,PIT,5.6,4100,1.6,9.7,4.05
Buffalo Bills,DEF,BUF,DEN,5.8,4300,1.7,9.9,4.1
Atlanta Falcons,DEF,ATL,@DET,6.1,4500,1.8,10.4,4.3
Washington Redskins,DEF,WAS,OAK,5.6,4200,1.6,9.6,4
Steven Hauschka,K,BUF,DEN,6.7,4600,1.6,11.8,5.1
Evan Baylis,TE,HOU,@NE,3,4500,0,11.9,5.95
Blair Walsh,K,SEA,@TEN,6.8,4700,1.8,11.9,5.05
Seattle Seahawks,DEF,SEA,@TEN,6.6,4900,1.9,11.3,4.7
Aldrick Rosas,K,NYG,@PHI,6.4,4500,1.6,11.7,5.05
Mike Glennon,QB,CHI,PIT,12.3,6400,4.5,25.2,10.35
Luke Willson,TE,SEA,@TEN,2.9,4500,0,11.8,5.9
Dion Lewis,RB,NE,HOU,4.1,4700,0,14,7
Ricardo Louis,WR,CLE,@IND,4.2,4500,0,14,7
Cincinnati Bengals,DEF,CIN,@GB,5.2,4100,1.5,8.9,3.7
Randy Bullock,K,CIN,@GB,6.3,4500,1.5,11.6,5.05
Brandon Marshall,WR,NYG,@PHI,6.8,6700,0.2,16.3,8.05
Kenny Britt,WR,CLE,@IND,5.2,5400,0.1,14.9,7.4
Chandler Catanzaro,K,NYJ,MIA,6.3,4600,1.4,11.6,5.1
Eli Rogers,WR,PIT,@CHI,4.3,4700,0,14.1,7.05
Connor Barth,K,CHI,PIT,6.1,4500,1.4,11.5,5.05
Detroit Lions,DEF,DET,ATL,5.1,4200,1.5,8.8,3.65
Branden Oliver,RB,LAC,KC,4,5000,0,13.9,6.95
Travis Benjamin,WR,LAC,KC,4.5,5100,0,14.3,7.15
Tyler Kroft,TE,CIN,@GB,2.3,4500,0,11.4,5.7
Houston Texans,DEF,HOU,@NE,4.5,4000,1.3,7.8,3.25
Eli Manning,QB,NYG,@PHI,13.6,7300,5.7,26.2,10.25
LeGarrette Blount,RB,PHI,NYG,4.5,5500,0,14.2,7.1
John Ross,WR,CIN,@GB,4,4800,0,13.8,6.9
Adrian Peterson,RB,NO,@CAR,4.4,5500,0,14.3,7.15
Jonnu Smith,TE,TEN,SEA,2.2,4500,0,11.3,5.65
Dion Sims,TE,CHI,PIT,2.2,4500,0,11.3,5.65
Rhett Ellison,TE,NYG,@PHI,2.1,4500,0,11.3,5.65
Andre Holmes,WR,BUF,DEN,3.6,4600,0,13.4,6.7
Laquon Treadwell,WR,MIN,TB,3.7,4700,0,13.5,6.75
Ka'imi Fairbairn,K,HOU,@NE,5.5,4500,0.9,11,5.05
Dwayne Washington,RB,DET,ATL,3.1,4500,0,13.1,6.55
Donta Foreman,RB,HOU,@NE,3.2,4700,0,13.3,6.65
Charles Sims,RB,TB,@MIN,4.1,5500,0.3,14,6.85
Jeremy Hill,RB,CIN,@GB,3.6,5100,0,13.5,6.75
Will Tye,TE,NYJ,MIA,1.8,4500,0,11,5.5
Chris Manhertz,TE,CAR,NO,1.7,4500,0,11,5.5
Jeff Heuerman,TE,DEN,@BUF,1.7,4500,0,11,5.5
A.J. Derby,TE,DEN,@BUF,1.9,4800,0,11.2,5.6
Demetrius Harris,TE,KC,@LAC,1.6,4500,0,10.9,5.45
Josh Doctson,WR,WAS,OAK,3.1,4600,0,13,6.5
Quan Bray,WR,IND,CLE,2.9,4500,0,12.9,6.45
C.J. Prosise,RB,SEA,@TEN,3.2,5000,0,13.2,6.6
Peyton Barber,RB,TB,@MIN,2.5,4500,0,12.8,6.4
Anthony Fasano,TE,MIA,@NYJ,1.4,4500,0,10.8,5.4
Jeremy Kerley,WR,NYJ,MIA,3.3,4900,0,13.2,6.6
Cordarrelle Patterson,WR,OAK,@WAS,3.1,4700,0.2,13.1,6.45
Robert Turbin,RB,IND,CLE,3,5000,0,13.1,6.55
Jarius Wright,WR,MIN,TB,2.8,4500,0,12.8,6.4
Darrell Daniels,TE,IND,CLE,1.4,4500,0,10.8,5.4
James Conner,RB,PIT,@CHI,3,5000,0,13.1,6.55
Vernon Davis,TE,WAS,OAK,1.5,4700,0,10.9,5.45
JuJu Smith-Schuster,WR,PIT,@CHI,3.2,5000,0,13.1,6.55
Dwayne Allen,TE,NE,HOU,2.2,5600,0,11.3,5.65
Lance Kendricks,TE,GB,CIN,1.2,4500,0,10.7,5.35
Adam Humphries,WR,TB,@MIN,3.2,5000,0,13.1,6.55
Sammie Coates,WR,CLE,@IND,2.5,4500,0,12.5,6.25
Levine Toilolo,TE,ATL,@DET,1.1,4500,0,10.6,5.3
Lee Smith,TE,OAK,@WAS,1.1,4500,0,10.6,5.3
Thomas Rawls,RB,SEA,@TEN,3.2,5400,0,13.2,6.6
Josh Hill,TE,NO,@CAR,1,4500,0,10.5,5.25
Chris Godwin,WR,TB,@MIN,2.3,4500,0,12.3,6.15
Richard Rodgers,TE,GB,CIN,1,4600,0,10.5,5.25
Vance McDonald,TE,PIT,@CHI,1,4700,0,10.5,5.25
Latavius Murray,RB,MIN,TB,2.5,5000,0,12.6,6.3
Justin Hardy,WR,ATL,@DET,2.2,4500,0,12.2,6.1
Damien Williams,RB,MIA,@NYJ,1.8,4500,0,12.1,6.05
Nick O'Leary,TE,BUF,DEN,0.7,4500,0,10.3,5.15
Elijah McGuire,RB,NYJ,MIA,1.7,4500,0,12.1,6.05
Dontrelle Inman,WR,LAC,KC,2.1,4500,0,12.1,6.05
Tanner Gentry,WR,CHI,PIT,2,4500,0,12,6
Charcandrick West,RB,KC,@LAC,2.3,5100,0,12.5,6.25
Clive Walford,TE,OAK,@WAS,0.5,4500,0,10.2,5.1
Darren Fells,TE,DET,ATL,0.5,4500,0,10.2,5.1
Adam Shaheen,TE,CHI,PIT,0.5,4500,0,10.2,5.1
Alex Erickson,WR,CIN,@GB,1.8,4500,0,11.9,5.95
Andre Roberts,WR,ATL,@DET,1.6,4500,0,11.6,5.8
T.J. Jones,WR,DET,ATL,1.6,4500,0,11.6,5.8
Kenyan Drake,RB,MIA,@NYJ,1.4,4600,0,11.7,5.85
Mack Hollins,WR,PHI,NYG,1.3,4500,0,11.4,5.7
Geronimo Allison,WR,GB,CIN,1.5,4600,0,11.5,5.75
Michael Burton,RB,CHI,PIT,0.9,4500,0,11.4,5.7
Tommylee Lewis,WR,NO,@CAR,1.2,4500,0,11.3,5.65
Mack Brown,RB,WAS,OAK,0.8,4500,0,11.3,5.65
Curtis Samuel,WR,CAR,NO,1.5,4800,0,11.6,5.8
Jamaal Williams,RB,GB,CIN,2,5500,0,12.2,6.1
Terron Ward,RB,ATL,@DET,0.8,4500,0,11.3,5.65
DeAnthony Thomas,WR,KC,@LAC,1.1,4600,0,11.2,5.6
Andy Janovich,RB,DEN,@BUF,0.6,4500,0,11.1,5.55
C.J. Ham,RB,MIN,TB,0.6,4500,0,11.1,5.55
Roger Lewis,WR,NYG,@PHI,0.9,4500,0,11,5.5
Dan Vitale,RB,CLE,@IND,0.5,4500,0,11.1,5.55
Jordan Taylor,WR,DEN,@BUF,0.8,4500,0,11,5.5
Charone Peake,WR,NYJ,MIA,0.8,4500,0,10.9,5.45
Fozzy Whittaker,RB,CAR,NO,0.4,4500,0,11,5.5
Tanner McEvoy,WR,SEA,@TEN,0.7,4500,0,10.9,5.45
Derek Watt,RB,LAC,KC,0.4,4500,0,10.9,5.45
Leonte Carroo,WR,MIA,@NYJ,0.6,4500,0,10.8,5.4
Brandon Tate,WR,BUF,DEN,0.7,4600,0,10.8,5.4
Corey Clement,RB,PHI,NYG,0.2,4500,0,10.8,5.4
John Kuhn,RB,NO,@CAR,0.2,4500,0,10.8,5.4
ArDarius Stewart,WR,NYJ,MIA,0.4,4500,0,10.6,5.3
Phillip Dorsett,WR,NE,HOU,1.1,5200,0,11.2,5.6
